CID,f_activity,FormalCharge,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants
LON-WEI-b8d98729-38,1,0,7,5,1,75.19,189.80464711815566,5.152700000000004,-7.2,7.147576586080593,-89.287,7.605709297369302
LON-WEI-b8d98729-39,0,0,7,3,1,62.3,195.4894617726344,5.870220000000005,-7.3,7.438156027639033,-83.1734,7.628089242646244
LON-WEI-b8d98729-40,0,0,8,5,1,71.53,191.86456870433116,5.019520000000004,-6.9,7.353677145854143,-83.7641,7.522178471028976
LON-WEI-b8d98729-41,0,0,6,3,1,62.3,190.262183035086,5.7619000000000025,-7.2,7.144445239815742,-85.1,7.121028912753915
LON-WEI-b8d98729-42,0,0,8,4,1,65.54,201.48257346285226,5.225840000000005,-7.1,7.360859367771122,-75.2083,7.355030860916865
LON-WEI-b8d98729-43,0,0,7,6,1,97.56,192.80161857294846,4.5831200000000045,-7.1,7.557102388322457,-74.5243,7.530181622116443
LON-WEI-b8d98729-44,0,0,6,5,1,75.19,187.37802911624414,5.243700000000004,-7.4,7.503001432511933,-81.4319,7.574379888777889
LON-WEI-b8d98729-45,0,0,9,4,1,71.53,200.83628502215575,5.558820000000005,-6.5,7.062419029664782,-87.4265,7.734824513542013
LON-WEI-b8d98729-46,0,0,7,5,1,88.33,194.05301545783817,5.136920000000004,-7.0,7.661165030497277,-88.1872,7.319668559884561
LON-WEI-b8d98729-47,0,0,8,5,1,71.53,185.49962658993456,4.711100000000003,-6.9,7.348988000887999,-73.4869,7.5270342678432645
LON-WEI-b8d98729-48,0,0,7,5,1,75.19,196.1695892325523,5.461120000000005,-7.4,7.399096453268957,-78.9265,7.4543478673271215
MAT-POS-916a2c5a-1,1,0,5,5,0,51.13,148.99479520545722,3.681800000000002,-6.6,6.9720687073482095,-74.8072,6.318335877566869
MAT-POS-916a2c5a-3,1,0,3,4,1,90.55,187.27194514719238,2.9084800000000017,-7.5,6.826616044733043,-71.5226,7.506842461038962
MAT-POS-916a2c5a-4,1,0,2,3,1,56.41,145.0514007971908,2.490500000000001,-7.7,6.629375970140969,-71.9004,7.074084786435788
REN-UFA-aaaed2d6-3,0,0,4,2,0,23.550000000000004,143.7587316098675,3.278500000000002,-6.4,6.457320252747259,-79.1518,6.53903242063492
JOO-IND-6372a4f3-4,0,0,3,2,0,23.550000000000004,125.01835982114208,2.670000000000001,-6.7,6.275560233877237,-77.1978,6.1331451802641865
JOO-IND-6372a4f3-6,0,0,3,2,0,23.550000000000004,133.81182236873764,3.018400000000001,-6.9,6.543782477633478,-77.84899999999998,6.151710249639241
JOO-IND-b13e14cc-1,0,0,2,3,0,33.2,116.11853740229671,3.1883000000000017,-6.8,6.604806006160513,-76.9814,6.17296641053391
JOO-IND-b13e14cc-2,0,0,2,3,0,33.2,124.91199994989223,3.5367000000000024,-6.9,5.996064206404703,-74.619,6.957142217837718
KUS-THE-322b9b63-5,0,0,5,8,2,113.85,157.24963707823994,0.5136200000000011,-7.6,7.321483422799432,-80.7002,7.352648197802201
KUS-THE-322b9b63-14,0,0,6,6,2,106.14,180.55107221180032,2.0478,-8.7,7.628143836219327,-86.3034,7.406895464590964
KUS-THE-322b9b63-16,0,0,6,6,2,106.14,171.98672338593337,1.4517999999999998,-9.3,7.416367409812413,-97.6136,7.568306478188479
JUA-UNI-bc099708-5,0,0,8,4,3,91.32,174.84723360066315,3.6680000000000033,-8.3,7.450630660950153,-99.437,7.755528049617041
WAR-XCH-72a8c209-5,0,0,5,3,1,43.78,157.43434716030563,3.402000000000002,-7.6,6.86693483050283,-89.2651,7.109639913780661
NEH-REV-107bcf72-5,1,0,3,4,2,64.01,116.55308993846823,0.9808,-6.4,6.112539360528362,-75.032,6.117499279942279
SER-UNI-985a0e14-4,0,0,6,9,2,106.91,159.83813464915042,3.0948,-7.5,7.143257265068272,-88.193,7.1697803845598855
TIM-UNK-6bd61028-2,0,0,2,3,0,42.43000000000001,121.50024983720041,2.7128000000000005,-6.5,6.264081662615168,-70.5657,6.781836629426124
JAR-KUA-672ec752-1,0,0,3,6,0,42.01000000000001,142.93983292842708,2.1359999999999992,-7.0,7.048896884559888,-80.6966,7.089152984959482
JAR-KUA-672ec752-3,0,0,4,5,2,95.73999999999998,146.99354951196557,0.6731000000000014,-7.1,7.0921275659340655,-68.3079,7.1932752963702935
WAR-XCH-bdd24732-16,0,0,3,4,0,58.98,156.60249144451151,3.6366000000000014,-8.6,7.250875609779112,-86.8768,7.225499262293261
WAR-XCH-79d12f6e-4,1,0,4,3,1,66.48,129.88036895429258,1.5031199999999998,-6.2,6.264499465367964,-70.2682,6.321957166444669
WAR-XCH-b0339bbe-3,0,0,3,3,1,61.88,128.2647939073086,2.28622,-6.9,7.152147141969143,-75.3111,6.973009794816298
WAR-XCH-b0339bbe-19,1,0,3,4,0,58.98,156.60249144451151,3.6366000000000014,-8.5,7.251839758325003,-86.7467,7.271289236041732
RAI-NOV-2f6a9876-5,0,0,3,4,1,64.15,143.13239946353744,2.6864000000000012,-7.9,7.139390063492067,-87.7547,7.210720781385282
RAI-NOV-2f6a9876-7,0,0,3,6,1,62.14,154.09694650398725,3.152700000000001,-8.5,7.351183041236545,-92.2976,7.2644444956154945
JAR-IMP-ed466bb3-13,0,0,3,3,1,80.47,164.02155119535715,3.121900000000002,-8.0,6.512119317460318,-69.6792,6.809473369408376
SIM-SYN-3099a863-1,0,0,5,5,1,95.75,165.08924838326413,2.28614,-7.3,6.833271538184041,-78.6514,7.1756666183261135
MAK-UNK-0d6072ac-4,0,0,2,1,2,53.09,114.35774102629293,4.162600000000002,-6.8,6.205192888500383,-80.8633,6.336041798035293
MAK-UNK-0d6072ac-20,0,0,2,1,2,53.09,120.72268314068957,4.471020000000002,-6.8,6.256950696303695,-80.0996,6.299048184038183
MAK-UNK-0d6072ac-21,0,0,2,1,2,53.09,120.72268314068954,4.471020000000002,-6.9,6.3222704664224585,-80.1352,6.1524614499389445
STU-CHA-83dacf15-1,1,0,4,4,1,83.71000000000002,153.5192263275612,1.1694999999999998,-7.0,6.959397344155843,-71.8617,5.910121633477624
STU-CHA-7b3b91d5-1,1,0,6,4,1,61.88000000000001,175.64158182136362,2.2658,-7.5,7.269062418081917,-85.5739,7.425992689754688
STU-CHA-6cae54d3-1,1,0,5,4,1,65.12,175.03647337717038,1.7648,-7.0,7.780553338605838,-82.8657,7.644987606948607
TOB-UNK-c2aba166-1,0,0,2,2,0,23.55,83.63663784866463,0.002599999999999936,-4.9,5.246174196581199,-64.1286,4.781547034465534
NAU-LAT-f723e322-4,0,0,3,3,0,57.69000000000001,119.09747118182196,1.0174999999999998,-6.4,6.517624024198022,-73.0362,6.581957823953828
PAU-UNI-8cdd41c7-1,1,0,3,2,0,23.550000000000004,127.57115488783951,2.876400000000001,-6.2,6.708692236374732,-76.6185,6.810328464368963
TAM-UNI-d1c3dd9f-5,1,0,4,4,0,60.93000000000001,153.93916930075187,0.8873000000000002,-7.2,6.902894592799357,-79.9516,6.186417466810969
TAM-UNI-d1c3dd9f-12,0,0,5,4,1,65.12,164.7332071502887,1.1114000000000006,-7.6,7.149169058663548,-85.7998,7.359025810372633
TAM-UNI-d1c3dd9f-18,0,0,4,4,1,76.44,140.16341274238653,1.3996799999999998,-6.5,5.959599301753798,-77.6958,7.25731852336553
MAK-UNK-af83ef51-1,0,0,4,4,0,49.33000000000001,140.46101260203324,2.0266,-7.2,7.094853439671438,-79.4066,6.718911074758575
MAK-UNK-af83ef51-2,1,0,5,2,0,23.55,126.05944877726601,2.3907000000000007,-6.2,6.560745619380622,-77.8178,5.902540554223558
MAK-UNK-af83ef51-6,1,0,3,1,0,20.31,113.93467299266605,3.014920000000002,-6.0,5.767986647907644,-73.1138,6.164574921633923
NIM-UNI-ed9fc491-4,0,0,9,5,3,101.98,204.42837164601949,1.6799000000000002,-8.3,7.829454440992016,-100.863,7.827922350804419
GIA-UNK-20b63697-6,1,0,4,2,0,23.550000000000004,144.1484439669266,3.6910000000000025,-6.8,6.5599757200577224,-79.2898,6.677247015151518
ANT-OPE-c0c3e7cc-1,0,0,3,2,0,23.550000000000004,108.70163740380349,1.9069,-6.1,6.285538234543235,-68.7883,5.352850301198799
FRA-BIO-8bf1eac9-1,0,0,4,5,1,76.36,157.14357019354676,3.8139400000000014,-8.1,7.394760160338031,-72.3216,7.303486458874464
FRA-BIO-8bf1eac9-4,0,0,11,5,2,70.66999999999999,190.8880032405981,3.763500000000003,-7.1,7.387936671911426,-104.35,7.318764595571097
FRA-BIO-8bf1eac9-5,0,0,6,5,3,95.07999999999998,122.99833137822522,1.2703,-6.8,5.972995170052168,-79.1172,6.091667720057713
FRA-BIO-8bf1eac9-6,0,0,4,4,2,63.25,150.50507940969186,5.111620000000004,-6.5,7.074709046176047,-81.7536,7.195738059274065
FRA-BIO-8bf1eac9-8,0,0,7,4,2,64.68,209.62328687095527,3.7040000000000015,-9.0,7.433032290320791,-97.7201,7.356096133144631
FRA-BIO-8bf1eac9-9,0,0,6,4,3,95.07999999999998,121.85093713640154,0.5673999999999992,-6.7,6.883166294316797,-84.4589,6.401368683483182
FRA-BIO-8bf1eac9-12,0,0,6,7,1,101.22,163.20451432338766,3.0638000000000014,-8.3,7.1711389213564205,-90.0973,6.993453774947269
ANT-OPE-d972fbad-1,0,0,3,2,0,23.550000000000004,106.50223069233307,1.6558999999999997,-6.3,6.264303013486513,-76.2682,5.314453309135304
AUS-ARG-7cfdce8f-15,0,0,3,7,0,79.29,169.88204613044343,2.0009,-9.1,7.362470986679991,-91.1271,7.444685756521255
ANT-OPE-ab37bd51-1,0,0,4,2,2,48.13,106.29349568029706,2.2242,-6.0,6.669379300255308,-76.6195,6.863566984348982
ANT-OPE-ab37bd51-2,0,0,5,2,2,48.13,112.65843779469364,1.9018999999999997,-6.0,6.7704419163614205,-77.045,6.781836446053952
ANT-OPE-7824651a-1,0,0,4,4,0,66.92000000000002,153.59277153518047,2.215,-8.0,6.6349524030446725,-82.1998,6.952760996392501
NIM-UNI-02269248-3,0,0,4,7,1,114.42,145.61445200899843,-0.4211999999999985,-7.4,6.358909315073812,-75.0722,6.591346370932988
VIJ-CYC-1a381570-3,0,0,7,3,2,75.27,152.99737186892392,2.535800000000001,-7.4,7.086333571484076,-94.7101,6.630114245310253
VIJ-CYC-1a381570-10,0,0,5,3,2,67.43,131.2924771424859,3.0745000000000013,-6.2,6.402073437950939,-78.1511,6.529135639582639
DAR-DIA-fb20be43-6,1,0,3,3,0,47.34,140.40380876167671,2.594480000000001,-7.1,6.655689784992787,-79.3041,6.849797700577202
DAR-DIA-fb20be43-7,1,0,4,3,0,32.78,141.12477430971487,2.7314000000000007,-6.8,6.480789980519482,-84.6805,6.743171881007878
MAK-UNK-10572812-16,0,0,6,4,3,97.12,195.69149432947188,2.4723,-9.6,7.6101806307581175,-98.2832,7.608068479242981
WAR-XCH-b6889685-20,0,0,5,4,1,72.63,120.31915437027864,1.5869,-6.1,6.384033457209454,-70.848,5.616221339105335
WAR-XCH-b6889685-25,0,0,4,4,2,75.43,143.0826813016506,2.723320000000001,-7.4,6.412474752691757,-84.6548,7.002900450882452
WAR-XCH-b6889685-26,0,0,4,4,2,75.43,140.88327459018024,2.5540000000000003,-7.6,6.897369906093893,-86.0561,6.912455560717056
WAR-XCH-b6889685-29,0,0,4,4,2,75.43,136.717739187254,2.4149000000000003,-7.4,6.842870221611719,-84.2665,6.807440161449666
WAR-XCH-b6889685-30,0,0,4,4,2,75.43,143.0826813016506,2.723320000000001,-7.2,6.310967468975475,-78.8791,6.803706657398155
WAR-XCH-b72a1bbc-4,0,0,2,3,1,73.05,100.17375401033188,1.7044199999999998,-5.8,5.9619594116994135,-64.0026,6.169407779220777
WAR-XCH-b72a1bbc-7,0,0,3,4,1,76.54,123.96220626772282,2.311000000000001,-6.5,5.6315150445665445,-71.8654,5.576177793650798
WAR-XCH-b72a1bbc-9,0,0,3,4,1,72.63,107.58927014148544,0.9492,-6.2,6.598165967532468,-66.626,5.874228597791098
WAR-XCH-b72a1bbc-10,0,0,3,4,1,66.64,132.68949588623914,1.7886999999999993,-6.9,6.037950991286495,-70.1637,6.133594803252307
WAR-XCH-b72a1bbc-11,0,0,3,4,1,66.64,139.05443800063574,2.178799999999999,-6.8,6.4539408149628255,-69.1691,6.4834542899322845
WAR-XCH-b72a1bbc-14,0,0,3,4,2,83.63000000000002,107.26995866417458,0.5426999999999997,-6.4,6.472946181818185,-72.7796,6.012209902985903
WAR-XCH-b72a1bbc-15,0,0,3,4,1,76.29,130.3875249845925,2.1130000000000004,-6.9,6.025972102897107,-71.6436,6.1395662503607555
WAR-XCH-b72a1bbc-16,0,0,3,4,1,63.40000000000001,128.80824027405745,2.7795000000000014,-6.6,6.299108852314348,-69.9236,6.202633834054833
WAR-XCH-b72a1bbc-49,0,0,5,4,1,66.64,127.33038492537176,1.5020999999999998,-6.1,6.674725130425129,-72.7204,6.544829459984458
GAB-REV-4a4e2ff3-20,0,0,6,3,4,85.6,154.74128765417564,3.474000000000001,-7.8,7.127266252525248,-85.7245,7.04591955505605
JON-UIO-066ce08b-3,0,0,2,3,0,53.51000000000001,106.4074684025814,0.3147999999999993,-6.5,5.86620430641581,-70.7126,6.513259516705518
JON-UIO-066ce08b-9,0,0,4,2,0,23.55,126.28666006770716,2.6333200000000008,-6.0,6.3667163844488845,-75.7347,6.664669322510817
ALE-UNK-fca05062-1,0,0,15,5,4,120.0,272.27542605449304,4.328140000000003,-7.6,7.908035409534911,-105.045,7.793665029748037
ALE-UNK-fca05062-2,0,0,17,9,4,145.77999999999997,302.05837391680217,5.905200000000005,-7.2,8.019650986790994,-118.466,7.77012837445888
ALE-UNK-fca05062-3,0,0,6,2,1,38.33,125.50307952509935,3.0411400000000013,-6.5,5.744951231823731,-78.8235,6.277093154401152
BAR-COM-4e090d3a-2,0,0,4,9,2,128.91,169.55979574551893,2.2064999999999992,-9.0,7.422900077145082,-66.843,7.487783005161503
BAR-COM-4e090d3a-3,0,0,6,4,3,74.25,152.28048818961383,3.6742200000000014,-7.4,6.414554339937839,-88.74700000000001,7.0053893055833045
BAR-COM-4e090d3a-4,0,0,5,5,2,66.49000000000001,151.90287180887475,3.0740000000000016,-7.2,7.235346087357086,-83.1982,7.1423956228771255
BAR-COM-4e090d3a-5,0,0,7,7,3,119.98,149.7981182334401,1.6559999999999997,-7.3,7.398192872904878,-76.6022,7.323239779498286
BAR-COM-4e090d3a-6,1,0,5,6,1,77.63,156.19746581386337,2.1501,-7.6,7.225325066322575,-84.5041,7.150556339049836
BAR-COM-4e090d3a-9,0,0,6,8,1,107.44,166.27106518841262,2.7991400000000013,-7.5,7.2965882149517105,-86.3357,7.6299022604062685
BAR-COM-4e090d3a-10,0,0,8,6,3,113.07999999999998,170.95112275424802,2.3975,-8.4,7.454382385281385,-82.1418,7.584858168498168
BAR-COM-4e090d3a-11,0,0,7,3,1,54.88,147.52098234915292,3.8331000000000026,-7.0,6.7537802042402015,-90.9854,6.86401273953824
BAR-COM-4e090d3a-12,0,0,7,5,2,80.04,152.03619726016456,1.89572,-6.9,7.223309789266282,-88.3538,7.290458044372295
BAR-COM-4e090d3a-14,0,0,4,6,3,125.41,131.0887679642745,1.2304799999999998,-7.1,6.897153437950947,-76.209,7.141057421356428
BAR-COM-4e090d3a-15,0,0,7,3,1,51.22,157.3532037101983,4.537700000000003,-7.2,6.59818494538794,-88.7943,6.958624924242425
BAR-COM-4e090d3a-16,0,0,5,6,1,85.59,158.51142949037845,3.052500000000001,-7.9,7.109499139527142,-81.5653,7.507590994560991
BAR-COM-4e090d3a-19,1,0,8,5,2,93.46,162.23689156560786,2.828500000000002,-7.6,7.490225924603175,-103.331,7.533091972460547
BAR-COM-4e090d3a-20,0,0,5,4,2,66.91,136.10274551635752,3.5733000000000024,-7.0,7.0077967423132455,-82.5907,6.968606751692756
BAR-COM-4e090d3a-21,0,0,4,5,2,101.21,133.08424557121606,0.5792999999999993,-7.7,7.301157936951936,-80.69800000000002,7.5711274507714545
BAR-COM-4e090d3a-26,0,0,5,4,1,64.11,142.03137067665295,3.6791000000000023,-6.8,6.7906381078921125,-80.6873,6.9863226587301615
BAR-COM-4e090d3a-27,0,0,8,5,2,96.45,170.23247285930134,2.428300000000001,-7.4,7.393062290098789,-90.2923,7.182976855810847
BAR-COM-4e090d3a-29,0,0,6,4,2,66.91,144.3147192571806,3.3213000000000017,-7.0,7.043248267010768,-87.3564,6.998795700521695
BAR-COM-4e090d3a-31,0,0,8,6,1,89.35000000000002,164.43513826610427,2.1078,-7.0,7.527660692030191,-82.6523,7.465336425629919
BAR-COM-4e090d3a-34,0,0,7,6,2,89.27000000000002,133.81670135887146,1.0002999999999989,-7.0,7.09793758613609,-85.2465,7.306455115995113
BAR-COM-4e090d3a-36,0,0,7,5,1,73.22,141.39820785688903,1.9807,-6.3,6.9887753026418045,-83.2536,6.815458986901992
BAR-COM-4e090d3a-39,0,0,5,5,2,93.21,126.28298650271836,0.8825999999999998,-7.4,7.304923587412577,-71.9052,7.238586189976687
BAR-COM-4e090d3a-43,0,0,6,4,1,64.36,139.14424645409798,3.5466000000000024,-7.5,6.831010800144299,-76.7026,6.813955789099783
BAR-COM-4e090d3a-44,0,0,4,3,2,74.58000000000001,153.1090188175817,3.7194000000000016,-7.3,7.213119063963813,-74.4893,6.986705759312589
BAR-COM-4e090d3a-45,0,0,7,6,1,72.28,141.1472433912754,0.8579000000000008,-7.0,7.319518822122324,-84.2683,7.522628552947055
BAR-COM-4e090d3a-47,0,0,7,5,1,75.94,152.22144515911847,2.1646,-7.6,7.292247879453878,-92.5531,7.396396653679654
BAR-COM-4e090d3a-49,0,0,5,5,1,75.00999999999998,114.16687621807823,1.97548,-6.1,6.2546757606837655,-67.9274,6.545246412698416
BAR-COM-4e090d3a-50,0,0,6,6,1,86.33000000000001,127.12478228108921,1.2582999999999998,-7.4,6.8396154980019945,-80.6863,6.7902028189033095
BAR-COM-4e090d3a-51,0,0,5,6,1,81.81,132.1558261500193,0.9293,-6.8,7.149239674880674,-81.6302,7.311486315295813
BAR-COM-4e090d3a-52,0,0,6,5,2,81.07000000000002,124.8774982696659,1.7806999999999995,-6.6,6.2964089325674335,-76.5929,6.553242037518039
BAR-COM-4e090d3a-53,0,0,5,5,2,93.21,132.64792861711493,1.4435999999999998,-7.5,7.2216919575979555,-83.8857,7.340981388611389
BAR-COM-4e090d3a-54,0,0,7,6,2,88.61,152.0581232139794,1.5093,-7.5,7.152873778887777,-83.0753,7.339597267010766
BAR-COM-4e090d3a-56,0,0,5,4,2,87.21999999999998,145.99255485500942,1.8318,-7.4,7.315222291763798,-74.8347,7.167162048451548
BAR-COM-4e090d3a-57,0,0,6,5,3,108.39,160.4769152561619,2.6936000000000013,-7.9,7.096689525419023,-87.2271,6.917293724556495
BAR-COM-4e090d3a-58,0,0,4,5,2,66.49000000000001,132.66695547673956,2.3014,-7.0,6.969517489066491,-83.2255,7.0248218043623005
BAR-COM-4e090d3a-60,0,0,4,4,2,87.22,126.89772851181958,1.535,-7.6,7.069710269008765,-77.6162,7.033478674159178
BAR-COM-4e090d3a-62,0,0,6,5,2,99.23999999999998,127.61172577911668,0.7751999999999998,-6.0,6.9285444927295,-75.8385,7.286695207792206
BAR-COM-4e090d3a-64,0,0,6,5,1,64.11,164.3922065549395,4.339400000000003,-8.0,7.502176360028857,-90.7457,6.9057676539016555
BAR-COM-4e090d3a-65,0,0,5,4,1,64.36,129.192466151156,3.3161000000000023,-7.4,6.732153325119323,-72.4338,6.724530164668665
BAR-COM-4e090d3a-66,0,0,5,4,1,54.46000000000001,152.50988047839488,3.309400000000002,-7.0,7.148446252691747,-81.5147,6.759367929792428
BAR-COM-4e090d3a-68,0,0,4,4,3,90.9,126.39800374757809,2.1438,-7.4,7.028076546842043,-79.8124,6.970029504551
BAR-COM-4e090d3a-69,0,0,6,4,2,76.14,125.09342424765968,2.4422000000000006,-6.9,6.918578150016647,-78.0659,6.305291546953044
STE-KUL-2e0d2e88-1,0,0,5,3,1,52.65000000000001,129.4058909465212,0.799400000000001,-6.9,6.869328759795759,-79.8017,6.469595496003993
STE-KUL-2e0d2e88-2,0,0,5,3,1,52.65000000000001,152.08755547825638,1.952600000000001,-7.5,6.710602440836942,-76.5579,6.827227662948159
ALE-HEI-f28a35b5-1,0,0,2,2,2,54.02,99.6992760025606,3.0340200000000013,-5.2,5.6354713225108215,-47.9057,5.548444041847046
ALE-HEI-f28a35b5-4,0,0,2,5,2,79.8,95.7473888032698,1.88552,-6.4,5.7259733997668985,-65.7121,5.988668794427798
GAB-REV-70cc3ca5-8,0,0,5,5,1,92.26,151.30122012304588,2.19742,-7.2,7.271641347818849,-75.7178,7.0719590714285765
GAB-REV-70cc3ca5-18,0,0,3,3,2,70.67,115.62482886704514,2.44752,-6.4,6.832783560384054,-69.5377,6.703782250582753
GAB-REV-70cc3ca5-20,0,0,4,4,2,102.15,122.61502252277695,1.2186199999999998,-5.9,6.203786602952608,-68.9074,6.482882992784992
GAB-REV-70cc3ca5-22,0,0,4,4,1,68.02000000000001,131.87820605138594,3.7559200000000015,-7.2,7.085904725552227,-72.3715,6.88956029281829
ALV-UNI-7ff1a6f9-14,0,0,2,3,1,45.98,148.49280392720752,4.9921200000000026,-8.0,7.152493798701296,-77.4052,6.9637517756132805
ALV-UNI-7ff1a6f9-43,0,0,2,4,0,30.19,130.27388867646476,4.572320000000002,-7.0,7.064051762848258,-71.7979,7.113703870129867
ALV-UNI-7ff1a6f9-45,0,0,3,2,1,41.99,123.19602046508436,3.7244200000000016,-6.9,6.311938468753469,-79.4024,6.4917600180375175
ALV-UNI-7ff1a6f9-46,0,0,3,2,1,41.99,135.69262667386306,4.434800000000002,-7.7,6.7877044796869805,-88.1351,6.797838810078808
ALV-UNI-7ff1a6f9-47,0,0,4,3,1,51.22,128.30956569459127,3.4246000000000016,-6.9,6.259273323565326,-80.1084,6.524316658785665
PET-SGC-a8a902d9-1,0,0,5,5,2,65.46000000000001,145.89260815901042,2.978120000000001,-7.0,6.977593594128092,-79.7623,7.131077110778108
BEN-DND-362d364a-10,0,0,7,5,2,91.4,137.07649712075866,0.8139000000000003,-7.1,7.023470961760459,-81.4663,7.1357454083694085
DAV-CRI-14a23e73-1,1,0,5,3,2,89.25999999999998,150.36684910999037,3.0704,-7.0,6.716297257076263,-75.3926,7.001267444444442
DAV-CRI-3edb475e-4,1,0,4,2,2,49.33,98.00332206669457,1.7284,-5.5,5.215488907925414,-67.0804,5.3980409783549765
DAV-CRI-3edb475e-6,1,0,3,1,1,29.1,97.37462371742477,2.895100000000001,-5.6,5.299731117993117,-69.7068,5.457731693584191
FAR-UNI-a04c1544-1,0,0,9,6,3,113.96,168.37859123368764,1.1742000000000004,-7.1,7.046419122433119,-109.268,7.066225237873239
MAK-UNK-9159f8ed-6,0,0,5,4,2,95.57999999999998,151.6156969883335,2.4372000000000007,-7.5,6.5930025859140855,-82.1656,6.853099376956375
MAK-UNK-9159f8ed-7,0,0,5,5,1,92.78,151.1793800342323,2.404100000000001,-7.3,6.719960972749474,-87.1091,6.548531593073587
MAK-UNK-6435e6c2-1,0,0,2,4,0,57.69000000000001,104.69755325562448,0.6009,-6.0,6.928906536796531,-66.6747,7.151930862470857
MAK-UNK-6435e6c2-5,0,0,2,3,0,57.69000000000001,111.22272538813922,0.6784999999999999,-6.9,6.504725848151847,-74.7213,6.491138937950942
MAK-UNK-6435e6c2-6,0,0,2,3,0,57.69000000000001,115.38826079106548,0.8176000000000001,-6.8,6.506306903707402,-67.3131,6.2536512902652905
DAN-PUR-6788a628-2,0,0,5,4,1,97.54,105.00438996544504,-0.8836999999999997,-6.0,5.90612663997114,-62.5129,5.1100655214230235
RUT-UNI-630c5802-20,0,0,8,5,0,51.02,158.17663704823298,4.3479000000000045,-6.7,7.325204031135532,-89.0033,7.4435480836940835
GER-UNI-05c7e912-1,0,0,3,4,1,77.98,147.47998201558556,3.5139200000000006,-7.7,7.050687483571982,-70.0288,6.997883057220558
GIA-UNK-a79af1bc-1,1,0,3,4,1,58.12000000000001,117.92383113816707,1.7351400000000001,-5.8,5.867932411033407,-70.4863,5.865103005772013
NIR-THE-0d6461ce-8,1,0,3,1,0,20.31,124.23793921954771,3.668320000000002,-6.1,5.266325275946271,-76.6386,6.031344238095239
NIR-THE-c331be7a-1,1,0,2,2,1,46.33,128.87188943815633,2.981700000000002,-6.8,6.502507966144964,-76.2028,6.61201313064713
NIR-THE-c331be7a-2,1,0,2,2,0,44.1,134.28952053700894,3.271180000000002,-7.5,6.514728058497058,-77.1674,6.771679502164509
NIR-THE-c331be7a-6,1,0,2,1,0,20.31,129.8969408555402,3.7079200000000014,-6.9,6.32021125518925,-77.4733,6.4965270791430845
DAR-DIA-eace69ff-36,0,0,2,1,2,27.82,75.76750988757395,2.0264,-5.4,5.641847870851373,-68.1822,5.106134048729046
GAB-FAC-880f6604-1,0,0,5,3,3,66.05,148.7645464621083,4.260900000000002,-7.5,7.138245945276946,-82.8719,7.200275780663778
VIR-GIT-7b3d3065-2,0,0,2,2,0,40.62000000000001,113.25287186090635,1.4763,-6.3,5.6339850753690754,-72.2252,5.638360282828278
VIR-GIT-7b3d3065-3,0,0,3,2,0,40.62000000000001,107.89376090003894,1.3305999999999998,-5.2,6.024353009102006,-65.6756,5.8012261558441445
GIA-UNK-3f36037a-1,0,0,3,3,1,58.64,107.85317937693621,0.6841999999999995,-6.2,6.047892115162612,-69.4881,6.234645370462863
GIA-UNK-3f36037a-6,0,0,4,3,1,58.64,112.09139416454643,0.5517000000000001,-6.6,5.438963752636251,-73.6763,6.188874912476409
GIA-UNK-3f36037a-7,0,0,4,3,2,71.09,110.225740217001,2.0489,-6.7,6.572156237651242,-74.5853,6.718487336274833
DAN-LON-a5fc619e-3,1,0,5,2,0,23.550000000000004,142.7276571185443,3.6377000000000015,-6.7,6.8700688145188185,-81.1983,6.721398474747473
DAN-LON-a5fc619e-8,1,0,3,2,0,23.550000000000004,122.62699962182523,2.3639,-6.3,6.266003326118323,-74.3398,6.755954118770118
DAN-LON-a5fc619e-10,0,0,5,2,0,23.550000000000004,158.68992498141844,3.8343000000000034,-7.2,6.891914599234098,-85.6419,6.865600695526693
JOH-MSK-ec639444-2,0,0,4,2,1,38.33,113.89409146956328,2.5676000000000005,-6.6,6.234260806471305,-73.5548,6.229452950049953
CHR-SOS-363cfb78-1,0,0,2,4,2,90.7,103.3115036649758,1.99228,-5.7,5.592893958208465,-52.0042,5.824648498223999
CHR-SOS-363cfb78-2,0,0,2,4,2,90.7,109.6764457793724,2.3007,-5.8,5.802737996059506,-55.1733,5.655381381007883
GIA-UNK-595fac82-2,0,0,2,3,1,58.64,112.09139416454643,1.6471999999999998,-6.1,5.953529236430239,-63.7097,6.149015154734154
GIA-UNK-595fac82-5,0,0,3,3,1,41.57,107.9298720645027,2.007,-6.1,6.305388992507491,-72.1931,6.284566880230871
CHR-SOS-7098f804-4,0,0,2,2,2,49.33,113.9655899295688,3.951300000000001,-6.6,5.568803884060376,-71.6021,5.806296320679317
CHR-SOS-7098f804-7,0,0,2,2,2,49.33,103.66232370268708,3.2979000000000016,-6.7,5.853461533522028,-71.8563,5.898074663669656
CHR-SOS-7098f804-10,1,0,2,3,2,62.22,113.18523791051528,3.3463000000000007,-6.0,5.552044152236652,-63.0395,6.028081536796532
CHR-SOS-7098f804-11,0,0,2,3,2,62.22,102.8819716836336,2.692900000000001,-5.8,5.520270148240644,-58.6352,5.1397324990565005
CHR-SOS-7098f804-12,0,0,2,2,1,41.99,98.08773793143759,2.987300000000001,-6.3,5.712922288211787,-73.745,5.942399392218893
