id,pose,qvina
JAG-UCB-a3ef7265-4,9,-6.1
JAG-UCB-a3ef7265-4,10,-6.1
CHR-SOS-7098f804-11,1,-5.8
CHR-SOS-7098f804-11,2,-5.8
CHR-SOS-7098f804-11,3,-5.8
CHR-SOS-7098f804-11,4,-5.8
CHR-SOS-7098f804-11,5,-5.8
CHR-SOS-7098f804-11,6,-5.7
CHR-SOS-7098f804-11,7,-5.6
CHR-SOS-7098f804-11,8,-5.6
CHR-SOS-7098f804-11,9,-5.6
CHR-SOS-7098f804-11,10,-5.6
BAR-COM-4e090d3a-8,1,-7.7
BAR-COM-4e090d3a-8,2,-7.4
BAR-COM-4e090d3a-8,3,-7.2
BAR-COM-4e090d3a-8,4,-7.2
BAR-COM-4e090d3a-8,5,-7.0
BAR-COM-4e090d3a-8,6,-6.9
BAR-COM-4e090d3a-8,7,-6.9
BAR-COM-4e090d3a-8,8,-6.9
BAR-COM-4e090d3a-8,9,-6.8
BAR-COM-4e090d3a-8,10,-6.8
ROD-LAS-d5538ff9-1,1,-7.7
ROD-LAS-d5538ff9-1,2,-7.6
ROD-LAS-d5538ff9-1,3,-7.5
ROD-LAS-d5538ff9-1,4,-7.3
ROD-LAS-d5538ff9-1,5,-7.3
ROD-LAS-d5538ff9-1,6,-7.2
ROD-LAS-d5538ff9-1,7,-7.1
ROD-LAS-d5538ff9-1,8,-7.1
ROD-LAS-d5538ff9-1,9,-7.0
ROD-LAS-d5538ff9-1,10,-7.0
MIH-UNI-6b9ca91a-5,1,-7.1
MIH-UNI-6b9ca91a-5,2,-6.9
MIH-UNI-6b9ca91a-5,3,-6.7
MIH-UNI-6b9ca91a-5,4,-6.6
MIH-UNI-6b9ca91a-5,5,-6.6
MIH-UNI-6b9ca91a-5,6,-6.6
MIH-UNI-6b9ca91a-5,7,-6.6
MIH-UNI-6b9ca91a-5,8,-6.4
MIH-UNI-6b9ca91a-5,9,-6.3
MIH-UNI-6b9ca91a-5,10,-6.2
DAR-DIA-8e329c92-9,1,-8.5
DAR-DIA-8e329c92-9,2,-8.4
DAR-DIA-8e329c92-9,3,-8.3
DAR-DIA-8e329c92-9,4,-8.1
DAR-DIA-8e329c92-9,5,-8.1
DAR-DIA-8e329c92-9,6,-8.1
DAR-DIA-8e329c92-9,7,-8.1
DAR-DIA-8e329c92-9,8,-8.0
DAR-DIA-8e329c92-9,9,-7.9
DAR-DIA-8e329c92-9,10,-7.9
BAR-COM-0f94fc3d-40,1,-7.2
BAR-COM-0f94fc3d-40,2,-7.2
BAR-COM-0f94fc3d-40,3,-7.1
BAR-COM-0f94fc3d-40,4,-7.1
BAR-COM-0f94fc3d-40,5,-7.0
BAR-COM-0f94fc3d-40,6,-7.0
BAR-COM-0f94fc3d-40,7,-7.0
BAR-COM-0f94fc3d-40,8,-7.0
BAR-COM-0f94fc3d-40,9,-7.0
BAR-COM-0f94fc3d-40,10,-6.9
BAR-COM-0f94fc3d-20,1,-7.3
BAR-COM-0f94fc3d-20,2,-7.2
BAR-COM-0f94fc3d-20,3,-7.2
BAR-COM-0f94fc3d-20,4,-7.1
BAR-COM-0f94fc3d-20,5,-7.1
BAR-COM-0f94fc3d-20,6,-7.0
BAR-COM-0f94fc3d-20,7,-7.0
BAR-COM-0f94fc3d-20,8,-7.0
BAR-COM-0f94fc3d-20,9,-7.0
BAR-COM-0f94fc3d-20,10,-6.9
DUN-NEW-f8ce3686-25,1,-7.0
DUN-NEW-f8ce3686-25,2,-6.7
DUN-NEW-f8ce3686-25,3,-6.6
DUN-NEW-f8ce3686-25,4,-6.6
DUN-NEW-f8ce3686-25,5,-6.5
DUN-NEW-f8ce3686-25,6,-6.5
DUN-NEW-f8ce3686-25,7,-6.5
DUN-NEW-f8ce3686-25,8,-6.3
DUN-NEW-f8ce3686-25,9,-6.2
DUN-NEW-f8ce3686-25,10,-6.2
RAI-NOV-2f6a9876-1,1,-7.8
RAI-NOV-2f6a9876-1,2,-7.5
RAI-NOV-2f6a9876-1,3,-7.4
RAI-NOV-2f6a9876-1,4,-7.3
RAI-NOV-2f6a9876-1,5,-7.3
RAI-NOV-2f6a9876-1,6,-6.9
RAI-NOV-2f6a9876-1,7,-6.9
RAI-NOV-2f6a9876-1,8,-6.6
RAI-NOV-2f6a9876-1,9,-6.6
RAI-NOV-2f6a9876-1,10,-6.6
JAN-GHE-83b26c96-21,1,-6.4
JAN-GHE-83b26c96-21,2,-6.3
JAN-GHE-83b26c96-21,3,-6.0
JAN-GHE-83b26c96-21,4,-5.8
JAN-GHE-83b26c96-21,5,-5.8
JAN-GHE-83b26c96-21,6,-5.7
JAN-GHE-83b26c96-21,7,-5.7
JAN-GHE-83b26c96-21,8,-5.7
JAN-GHE-83b26c96-21,9,-5.6
JAN-GHE-83b26c96-21,10,-5.6
JAG-UCB-47403a7c-1,1,-6.8
JAG-UCB-47403a7c-1,2,-6.5
JAG-UCB-47403a7c-1,3,-6.3
JAG-UCB-47403a7c-1,4,-6.3
JAG-UCB-47403a7c-1,5,-6.0
JAG-UCB-47403a7c-1,6,-5.9
JAG-UCB-47403a7c-1,7,-5.9
JAG-UCB-47403a7c-1,8,-5.9
JAG-UCB-47403a7c-1,9,-5.9
JAG-UCB-47403a7c-1,10,-5.9
MED-COV-4280ac29-37,1,-6.1
MED-COV-4280ac29-37,2,-6.0
MED-COV-4280ac29-37,3,-6.0
MED-COV-4280ac29-37,4,-5.9
MED-COV-4280ac29-37,5,-5.9
MED-COV-4280ac29-37,6,-5.8
MED-COV-4280ac29-37,7,-5.8
MED-COV-4280ac29-37,8,-5.7
MED-COV-4280ac29-37,9,-5.7
MED-COV-4280ac29-37,10,-5.7
WAR-XCH-b6889685-27,1,-7.4
WAR-XCH-b6889685-27,2,-7.3
WAR-XCH-b6889685-27,3,-7.1
WAR-XCH-b6889685-27,4,-7.0
WAR-XCH-b6889685-27,5,-6.8
WAR-XCH-b6889685-27,6,-6.7
WAR-XCH-b6889685-27,7,-6.7
WAR-XCH-b6889685-27,8,-6.6
WAR-XCH-b6889685-27,9,-6.6
WAR-XCH-b6889685-27,10,-6.6
DAR-DIA-23aa0b97-6,1,-6.5
DAR-DIA-23aa0b97-6,2,-6.5
DAR-DIA-23aa0b97-6,3,-6.4
DAR-DIA-23aa0b97-6,4,-6.4
DAR-DIA-23aa0b97-6,5,-6.3
DAR-DIA-23aa0b97-6,6,-6.3
DAR-DIA-23aa0b97-6,7,-6.3
DAR-DIA-23aa0b97-6,8,-6.0
DAR-DIA-23aa0b97-6,9,-6.0
DAR-DIA-23aa0b97-6,10,-5.9
LON-WEI-adc59df6-54,1,-6.5
LON-WEI-adc59df6-54,2,-6.2
LON-WEI-adc59df6-54,3,-5.9
LON-WEI-adc59df6-54,4,-5.9
LON-WEI-adc59df6-54,5,-5.8
LON-WEI-adc59df6-54,6,-5.8
LON-WEI-adc59df6-54,7,-5.6
LON-WEI-adc59df6-54,8,-5.6
LON-WEI-adc59df6-54,9,-5.5
LON-WEI-adc59df6-54,10,-5.4
JOO-IND-6372a4f3-2,1,-7.1
JOO-IND-6372a4f3-2,2,-6.8
JOO-IND-6372a4f3-2,3,-6.6
JOO-IND-6372a4f3-2,4,-6.6
JOO-IND-6372a4f3-2,5,-6.6
JOO-IND-6372a4f3-2,6,-6.5
JOO-IND-6372a4f3-2,7,-6.4
JOO-IND-6372a4f3-2,8,-6.4
JOO-IND-6372a4f3-2,9,-6.3
JOO-IND-6372a4f3-2,10,-6.3
NAU-LAT-64f4b287-9,1,-6.3
NAU-LAT-64f4b287-9,2,-6.2
NAU-LAT-64f4b287-9,3,-6.2
NAU-LAT-64f4b287-9,4,-6.0
NAU-LAT-64f4b287-9,5,-6.0
NAU-LAT-64f4b287-9,6,-5.9
NAU-LAT-64f4b287-9,7,-5.8
NAU-LAT-64f4b287-9,8,-5.7
NAU-LAT-64f4b287-9,9,-5.7
NAU-LAT-64f4b287-9,10,-5.7
LON-WEI-adc59df6-59,1,-5.8
LON-WEI-adc59df6-59,2,-5.8
LON-WEI-adc59df6-59,3,-5.8
LON-WEI-adc59df6-59,4,-5.6
LON-WEI-adc59df6-59,5,-5.5
LON-WEI-adc59df6-59,6,-5.5
LON-WEI-adc59df6-59,7,-5.5
LON-WEI-adc59df6-59,8,-5.4
LON-WEI-adc59df6-59,9,-5.3
LON-WEI-adc59df6-59,10,-5.3
JAG-UCB-ef2c0e8e-7,1,-7.1
JAG-UCB-ef2c0e8e-7,2,-6.9
JAG-UCB-ef2c0e8e-7,3,-6.9
JAG-UCB-ef2c0e8e-7,4,-6.8
JAG-UCB-ef2c0e8e-7,5,-6.7
JAG-UCB-ef2c0e8e-7,6,-6.7
JAG-UCB-ef2c0e8e-7,7,-6.7
JAG-UCB-ef2c0e8e-7,8,-6.6
JAG-UCB-ef2c0e8e-7,9,-6.4
JAG-UCB-ef2c0e8e-7,10,-6.4
IAN-BAS-36ca50f1-1,1,-8.1
IAN-BAS-36ca50f1-1,2,-7.8
IAN-BAS-36ca50f1-1,3,-7.8
IAN-BAS-36ca50f1-1,4,-7.7
IAN-BAS-36ca50f1-1,5,-7.7
IAN-BAS-36ca50f1-1,6,-7.6
IAN-BAS-36ca50f1-1,7,-7.5
IAN-BAS-36ca50f1-1,8,-7.5
IAN-BAS-36ca50f1-1,9,-7.5
IAN-BAS-36ca50f1-1,10,-7.5
MAT-POS-590ac91e-8,1,-5.2
MAT-POS-590ac91e-8,2,-5.2
MAT-POS-590ac91e-8,3,-5.1
MAT-POS-590ac91e-8,4,-5.1
MAT-POS-590ac91e-8,5,-5.1
MAT-POS-590ac91e-8,6,-5.0
MAT-POS-590ac91e-8,7,-4.9
MAT-POS-590ac91e-8,8,-4.8
MAT-POS-590ac91e-8,9,-4.8
MAT-POS-590ac91e-8,10,-4.8
LON-WEI-babf2c61-1,1,-7.4
LON-WEI-babf2c61-1,2,-7.2
LON-WEI-babf2c61-1,3,-7.2
LON-WEI-babf2c61-1,4,-7.1
LON-WEI-babf2c61-1,5,-7.1
LON-WEI-babf2c61-1,6,-7.0
LON-WEI-babf2c61-1,7,-6.8
LON-WEI-babf2c61-1,8,-6.8
LON-WEI-babf2c61-1,9,-6.7
LON-WEI-babf2c61-1,10,-6.6
GIA-UNK-d2defdc3-3,1,-7.3
GIA-UNK-d2defdc3-3,2,-7.3
GIA-UNK-d2defdc3-3,3,-7.1
GIA-UNK-d2defdc3-3,4,-6.8
GIA-UNK-d2defdc3-3,5,-6.8
GIA-UNK-d2defdc3-3,6,-6.7
GIA-UNK-d2defdc3-3,7,-6.6
GIA-UNK-d2defdc3-3,8,-6.5
GIA-UNK-d2defdc3-3,9,-6.5
GIA-UNK-d2defdc3-3,10,-6.4
BEN-DND-61647d40-14,1,-7.4
BEN-DND-61647d40-14,2,-7.3
BEN-DND-61647d40-14,3,-6.9
BEN-DND-61647d40-14,4,-6.9
BEN-DND-61647d40-14,5,-6.8
BEN-DND-61647d40-14,6,-6.8
BEN-DND-61647d40-14,7,-6.8
BEN-DND-61647d40-14,8,-6.7
BEN-DND-61647d40-14,9,-6.6
BEN-DND-61647d40-14,10,-6.6
MAT-POS-590ac91e-9,1,-4.9
MAT-POS-590ac91e-9,2,-4.8
MAT-POS-590ac91e-9,3,-4.8
MAT-POS-590ac91e-9,4,-4.8
MAT-POS-590ac91e-9,5,-4.8
MAT-POS-590ac91e-9,6,-4.7
MAT-POS-590ac91e-9,7,-4.7
MAT-POS-590ac91e-9,8,-4.7
MAT-POS-590ac91e-9,9,-4.7
MAT-POS-590ac91e-9,10,-4.7
ROD-LAS-d5538ff9-6,1,-7.8
ROD-LAS-d5538ff9-6,2,-7.7
ROD-LAS-d5538ff9-6,3,-7.7
ROD-LAS-d5538ff9-6,4,-7.7
ROD-LAS-d5538ff9-6,5,-7.6
ROD-LAS-d5538ff9-6,6,-7.5
ROD-LAS-d5538ff9-6,7,-7.4
ROD-LAS-d5538ff9-6,8,-7.4
ROD-LAS-d5538ff9-6,9,-7.2
ROD-LAS-d5538ff9-6,10,-7.2
DAN-LON-a5fc619e-8,1,-6.3
DAN-LON-a5fc619e-8,2,-6.2
DAN-LON-a5fc619e-8,3,-6.0
DAN-LON-a5fc619e-8,4,-5.9
DAN-LON-a5fc619e-8,5,-5.8
DAN-LON-a5fc619e-8,6,-5.7
DAN-LON-a5fc619e-8,7,-5.7
DAN-LON-a5fc619e-8,8,-5.7
DAN-LON-a5fc619e-8,9,-5.7
DAN-LON-a5fc619e-8,10,-5.6
VIJ-CYC-1a381570-12,1,-6.3
VIJ-CYC-1a381570-12,2,-5.8
VIJ-CYC-1a381570-12,3,-5.8
VIJ-CYC-1a381570-12,4,-5.8
VIJ-CYC-1a381570-12,5,-5.6
VIJ-CYC-1a381570-12,6,-5.6
VIJ-CYC-1a381570-12,7,-5.5
VIJ-CYC-1a381570-12,8,-5.5
VIJ-CYC-1a381570-12,9,-5.4
VIJ-CYC-1a381570-12,10,-5.4
LON-WEI-0a73fcb8-2,1,-6.3
LON-WEI-0a73fcb8-2,2,-6.2
LON-WEI-0a73fcb8-2,3,-6.1
LON-WEI-0a73fcb8-2,4,-6.1
LON-WEI-0a73fcb8-2,5,-5.8
LON-WEI-0a73fcb8-2,6,-5.8
LON-WEI-0a73fcb8-2,7,-5.8
LON-WEI-0a73fcb8-2,8,-5.8
LON-WEI-0a73fcb8-2,9,-5.8
LON-WEI-0a73fcb8-2,10,-5.8
MAK-UNK-af83ef51-6,1,-6.0
MAK-UNK-af83ef51-6,2,-5.9
MAK-UNK-af83ef51-6,3,-5.8
MAK-UNK-af83ef51-6,4,-5.8
MAK-UNK-af83ef51-6,5,-5.7
MAK-UNK-af83ef51-6,6,-5.7
MAK-UNK-af83ef51-6,7,-5.6
MAK-UNK-af83ef51-6,8,-5.5
MAK-UNK-af83ef51-6,9,-5.5
MAK-UNK-af83ef51-6,10,-5.5
LON-WEI-adc59df6-23,1,-7.0
LON-WEI-adc59df6-23,2,-7.0
LON-WEI-adc59df6-23,3,-6.9
LON-WEI-adc59df6-23,4,-6.6
LON-WEI-adc59df6-23,5,-6.6
LON-WEI-adc59df6-23,6,-6.5
LON-WEI-adc59df6-23,7,-6.5
LON-WEI-adc59df6-23,8,-6.5
LON-WEI-adc59df6-23,9,-6.5
LON-WEI-adc59df6-23,10,-6.5
STU-CHA-83dacf15-1,1,-7.0
STU-CHA-83dacf15-1,2,-6.9
STU-CHA-83dacf15-1,3,-6.8
STU-CHA-83dacf15-1,4,-6.8
STU-CHA-83dacf15-1,5,-6.8
STU-CHA-83dacf15-1,6,-6.8
STU-CHA-83dacf15-1,7,-6.7
STU-CHA-83dacf15-1,8,-6.6
STU-CHA-83dacf15-1,9,-6.5
STU-CHA-83dacf15-1,10,-6.5
MAK-UNK-9159f8ed-4,1,-7.9
MAK-UNK-9159f8ed-4,2,-7.6
MAK-UNK-9159f8ed-4,3,-7.5
MAK-UNK-9159f8ed-4,4,-7.5
MAK-UNK-9159f8ed-4,5,-7.5
MAK-UNK-9159f8ed-4,6,-7.3
MAK-UNK-9159f8ed-4,7,-7.3
MAK-UNK-9159f8ed-4,8,-7.3
MAK-UNK-9159f8ed-4,9,-7.3
MAK-UNK-9159f8ed-4,10,-7.3
JOO-IND-6372a4f3-6,1,-6.9
JOO-IND-6372a4f3-6,2,-6.9
JOO-IND-6372a4f3-6,3,-6.7
JOO-IND-6372a4f3-6,4,-6.6
JOO-IND-6372a4f3-6,5,-6.5
JOO-IND-6372a4f3-6,6,-6.5
JOO-IND-6372a4f3-6,7,-6.5
JOO-IND-6372a4f3-6,8,-6.5
JOO-IND-6372a4f3-6,9,-6.5
JOO-IND-6372a4f3-6,10,-6.5
CAS-DEP-751a2458-2,1,-6.7
CAS-DEP-751a2458-2,2,-6.5
CAS-DEP-751a2458-2,3,-6.5
CAS-DEP-751a2458-2,4,-6.3
CAS-DEP-751a2458-2,5,-6.3
CAS-DEP-751a2458-2,6,-6.2
CAS-DEP-751a2458-2,7,-6.2
CAS-DEP-751a2458-2,8,-6.1
CAS-DEP-751a2458-2,9,-6.1
CAS-DEP-751a2458-2,10,-6.0
BAR-COM-4e090d3a-35,1,-6.6
BAR-COM-4e090d3a-35,2,-6.6
BAR-COM-4e090d3a-35,3,-6.6
BAR-COM-4e090d3a-35,4,-6.5
BAR-COM-4e090d3a-35,5,-6.5
BAR-COM-4e090d3a-35,6,-6.5
BAR-COM-4e090d3a-35,7,-6.5
BAR-COM-4e090d3a-35,8,-6.4
BAR-COM-4e090d3a-35,9,-6.4
BAR-COM-4e090d3a-35,10,-6.4
RAL-MED-2de63afb-10,1,-6.4
RAL-MED-2de63afb-10,2,-6.4
RAL-MED-2de63afb-10,3,-6.3
RAL-MED-2de63afb-10,4,-6.2
RAL-MED-2de63afb-10,5,-6.1
RAL-MED-2de63afb-10,6,-6.0
RAL-MED-2de63afb-10,7,-5.9
RAL-MED-2de63afb-10,8,-5.9
RAL-MED-2de63afb-10,9,-5.8
RAL-MED-2de63afb-10,10,-5.8
DAV-CRI-14a23e73-1,1,-7.0
DAV-CRI-14a23e73-1,2,-6.9
DAV-CRI-14a23e73-1,3,-6.9
DAV-CRI-14a23e73-1,4,-6.8
DAV-CRI-14a23e73-1,5,-6.8
DAV-CRI-14a23e73-1,6,-6.7
DAV-CRI-14a23e73-1,7,-6.7
DAV-CRI-14a23e73-1,8,-6.6
DAV-CRI-14a23e73-1,9,-6.5
DAV-CRI-14a23e73-1,10,-6.3
JOH-UNI-c7afdb96-9,1,-6.1
JOH-UNI-c7afdb96-9,2,-5.9
JOH-UNI-c7afdb96-9,3,-5.9
JOH-UNI-c7afdb96-9,4,-5.9
JOH-UNI-c7afdb96-9,5,-5.9
JOH-UNI-c7afdb96-9,6,-5.8
JOH-UNI-c7afdb96-9,7,-5.8
JOH-UNI-c7afdb96-9,8,-5.7
JOH-UNI-c7afdb96-9,9,-5.7
JOH-UNI-c7afdb96-9,10,-5.7
RAL-MED-2de63afb-14,1,-7.6
RAL-MED-2de63afb-14,2,-7.3
RAL-MED-2de63afb-14,3,-7.2
RAL-MED-2de63afb-14,4,-7.2
RAL-MED-2de63afb-14,5,-7.1
RAL-MED-2de63afb-14,6,-7.1
RAL-MED-2de63afb-14,7,-7.0
RAL-MED-2de63afb-14,8,-7.0
RAL-MED-2de63afb-14,9,-6.9
RAL-MED-2de63afb-14,10,-6.9
LON-WEI-adc59df6-101,1,-6.3
LON-WEI-adc59df6-101,2,-6.3
LON-WEI-adc59df6-101,3,-5.6
LON-WEI-adc59df6-101,4,-5.6
LON-WEI-adc59df6-101,5,-5.5
LON-WEI-adc59df6-101,6,-5.5
LON-WEI-adc59df6-101,7,-5.5
LON-WEI-adc59df6-101,8,-5.4
LON-WEI-adc59df6-101,9,-5.4
LON-WEI-adc59df6-101,10,-5.3
MAT-POS-590ac91e-60,1,-8.9
MAT-POS-590ac91e-60,2,-8.4
MAT-POS-590ac91e-60,3,-8.4
MAT-POS-590ac91e-60,4,-8.3
MAT-POS-590ac91e-60,5,-8.2
MAT-POS-590ac91e-60,6,-8.1
MAT-POS-590ac91e-60,7,-8.1
MAT-POS-590ac91e-60,8,-8.1
MAT-POS-590ac91e-60,9,-8.1
MAT-POS-590ac91e-60,10,-8.0
DAR-DIA-fb20be43-7,1,-6.8
DAR-DIA-fb20be43-7,2,-6.8
DAR-DIA-fb20be43-7,3,-6.7
DAR-DIA-fb20be43-7,4,-6.7
DAR-DIA-fb20be43-7,5,-6.6
DAR-DIA-fb20be43-7,6,-6.6
DAR-DIA-fb20be43-7,7,-6.3
DAR-DIA-fb20be43-7,8,-6.3
DAR-DIA-fb20be43-7,9,-6.3
DAR-DIA-fb20be43-7,10,-6.3
BAR-COM-0f94fc3d-23,1,-6.0
BAR-COM-0f94fc3d-23,2,-5.7
BAR-COM-0f94fc3d-23,3,-5.7
BAR-COM-0f94fc3d-23,4,-5.7
BAR-COM-0f94fc3d-23,5,-5.7
BAR-COM-0f94fc3d-23,6,-5.6
BAR-COM-0f94fc3d-23,7,-5.6
BAR-COM-0f94fc3d-23,8,-5.6
BAR-COM-0f94fc3d-23,9,-5.6
BAR-COM-0f94fc3d-23,10,-5.6
MAT-POS-590ac91e-48,1,-7.6
MAT-POS-590ac91e-48,2,-7.4
MAT-POS-590ac91e-48,3,-7.4
MAT-POS-590ac91e-48,4,-7.3
MAT-POS-590ac91e-48,5,-7.3
MAT-POS-590ac91e-48,6,-7.2
MAT-POS-590ac91e-48,7,-7.2
MAT-POS-590ac91e-48,8,-7.2
MAT-POS-590ac91e-48,9,-7.2
MAT-POS-590ac91e-48,10,-7.1
EDJ-MED-49816e9b-3,1,-6.0
EDJ-MED-49816e9b-3,2,-5.9
EDJ-MED-49816e9b-3,3,-5.8
EDJ-MED-49816e9b-3,4,-5.8
EDJ-MED-49816e9b-3,5,-5.7
EDJ-MED-49816e9b-3,6,-5.7
EDJ-MED-49816e9b-3,7,-5.6
EDJ-MED-49816e9b-3,8,-5.6
EDJ-MED-49816e9b-3,9,-5.6
EDJ-MED-49816e9b-3,10,-5.5
MAR-UNI-c84db004-3,1,-7.4
MAR-UNI-c84db004-3,2,-7.2
MAR-UNI-c84db004-3,3,-7.2
MAR-UNI-c84db004-3,4,-7.2
MAR-UNI-c84db004-3,5,-7.1
MAR-UNI-c84db004-3,6,-7.0
MAR-UNI-c84db004-3,7,-7.0
MAR-UNI-c84db004-3,8,-7.0
MAR-UNI-c84db004-3,9,-6.9
MAR-UNI-c84db004-3,10,-6.9
BAR-COM-0f94fc3d-48,1,-6.9
BAR-COM-0f94fc3d-48,2,-6.8
BAR-COM-0f94fc3d-48,3,-6.8
BAR-COM-0f94fc3d-48,4,-6.8
BAR-COM-0f94fc3d-48,5,-6.7
BAR-COM-0f94fc3d-48,6,-6.7
BAR-COM-0f94fc3d-48,7,-6.7
BAR-COM-0f94fc3d-48,8,-6.6
BAR-COM-0f94fc3d-48,9,-6.6
BAR-COM-0f94fc3d-48,10,-6.6
NAU-LAT-f723e322-4,1,-6.4
NAU-LAT-f723e322-4,2,-6.2
NAU-LAT-f723e322-4,3,-6.1
NAU-LAT-f723e322-4,4,-6.1
NAU-LAT-f723e322-4,5,-6.1
NAU-LAT-f723e322-4,6,-6.1
NAU-LAT-f723e322-4,7,-5.8
NAU-LAT-f723e322-4,8,-5.7
NAU-LAT-f723e322-4,9,-5.7
NAU-LAT-f723e322-4,10,-5.7
JAG-UCB-4709a583-1,1,-7.4
JAG-UCB-4709a583-1,2,-7.3
JAG-UCB-4709a583-1,3,-7.2
JAG-UCB-4709a583-1,4,-7.2
JAG-UCB-4709a583-1,5,-7.1
JAG-UCB-4709a583-1,6,-7.0
JAG-UCB-4709a583-1,7,-7.0
JAG-UCB-4709a583-1,8,-7.0
JAG-UCB-4709a583-1,9,-6.9
JAG-UCB-4709a583-1,10,-6.9
BAR-COM-4e090d3a-20,1,-7.0
BAR-COM-4e090d3a-20,2,-6.9
BAR-COM-4e090d3a-20,3,-6.8
BAR-COM-4e090d3a-20,4,-6.8
BAR-COM-4e090d3a-20,5,-6.8
BAR-COM-4e090d3a-20,6,-6.6
BAR-COM-4e090d3a-20,7,-6.6
BAR-COM-4e090d3a-20,8,-6.6
BAR-COM-4e090d3a-20,9,-6.6
BAR-COM-4e090d3a-20,10,-6.5
PET-SGC-abcbce68-1,1,-6.5
PET-SGC-abcbce68-1,2,-6.4
PET-SGC-abcbce68-1,3,-6.3
PET-SGC-abcbce68-1,4,-6.1
PET-SGC-abcbce68-1,5,-6.1
PET-SGC-abcbce68-1,6,-6.1
PET-SGC-abcbce68-1,7,-6.1
PET-SGC-abcbce68-1,8,-6.0
PET-SGC-abcbce68-1,9,-6.0
PET-SGC-abcbce68-1,10,-6.0
LON-WEI-1908424e-11,1,-8.7
LON-WEI-1908424e-11,2,-7.8
LON-WEI-1908424e-11,3,-7.6
LON-WEI-1908424e-11,4,-7.6
LON-WEI-1908424e-11,5,-7.4
LON-WEI-1908424e-11,6,-7.4
LON-WEI-1908424e-11,7,-7.3
LON-WEI-1908424e-11,8,-7.3
LON-WEI-1908424e-11,9,-7.2
LON-WEI-1908424e-11,10,-7.2
MED-COV-4280ac29-33,1,-6.1
MED-COV-4280ac29-33,2,-6.1
MED-COV-4280ac29-33,3,-6.0
MED-COV-4280ac29-33,4,-6.0
MED-COV-4280ac29-33,5,-6.0
MED-COV-4280ac29-33,6,-5.9
MED-COV-4280ac29-33,7,-5.9
MED-COV-4280ac29-33,8,-5.9
MED-COV-4280ac29-33,9,-5.8
MED-COV-4280ac29-33,10,-5.8
LON-WEI-b8d98729-38,1,-7.2
LON-WEI-b8d98729-38,2,-7.1
LON-WEI-b8d98729-38,3,-6.8
LON-WEI-b8d98729-38,4,-6.8
LON-WEI-b8d98729-38,5,-6.7
LON-WEI-b8d98729-38,6,-6.7
LON-WEI-b8d98729-38,7,-6.7
LON-WEI-b8d98729-38,8,-6.7
LON-WEI-b8d98729-38,9,-6.6
LON-WEI-b8d98729-38,10,-6.6
JOO-IND-6372a4f3-4,1,-6.7
JOO-IND-6372a4f3-4,2,-6.6
JOO-IND-6372a4f3-4,3,-6.5
JOO-IND-6372a4f3-4,4,-6.5
JOO-IND-6372a4f3-4,5,-6.4
JOO-IND-6372a4f3-4,6,-6.4
JOO-IND-6372a4f3-4,7,-6.3
JOO-IND-6372a4f3-4,8,-6.3
JOO-IND-6372a4f3-4,9,-6.3
JOO-IND-6372a4f3-4,10,-6.2
ALP-POS-c0c213c9-14,1,-7.6
ALP-POS-c0c213c9-14,2,-7.6
ALP-POS-c0c213c9-14,3,-7.3
ALP-POS-c0c213c9-14,4,-7.2
ALP-POS-c0c213c9-14,5,-7.1
ALP-POS-c0c213c9-14,6,-6.9
ALP-POS-c0c213c9-14,7,-6.9
ALP-POS-c0c213c9-14,8,-6.9
ALP-POS-c0c213c9-14,9,-6.8
ALP-POS-c0c213c9-14,10,-6.8
LON-WEI-d1c9908a-2,1,-7.3
LON-WEI-d1c9908a-2,2,-7.0
LON-WEI-d1c9908a-2,3,-6.9
LON-WEI-d1c9908a-2,4,-6.8
LON-WEI-d1c9908a-2,5,-6.7
LON-WEI-d1c9908a-2,6,-6.7
LON-WEI-d1c9908a-2,7,-6.7
LON-WEI-d1c9908a-2,8,-6.4
LON-WEI-d1c9908a-2,9,-6.4
LON-WEI-d1c9908a-2,10,-6.3
LON-WEI-1908424e-16,1,-6.2
LON-WEI-1908424e-16,2,-6.1
LON-WEI-1908424e-16,3,-6.1
LON-WEI-1908424e-16,4,-6.0
LON-WEI-1908424e-16,5,-6.0
LON-WEI-1908424e-16,6,-5.9
LON-WEI-1908424e-16,7,-5.8
LON-WEI-1908424e-16,8,-5.7
LON-WEI-1908424e-16,9,-5.7
LON-WEI-1908424e-16,10,-5.6
FRA-BIO-8bf1eac9-10,1,-6.3
FRA-BIO-8bf1eac9-10,2,-6.2
FRA-BIO-8bf1eac9-10,3,-6.2
FRA-BIO-8bf1eac9-10,4,-6.1
FRA-BIO-8bf1eac9-10,5,-6.1
FRA-BIO-8bf1eac9-10,6,-6.0
FRA-BIO-8bf1eac9-10,7,-6.0
FRA-BIO-8bf1eac9-10,8,-5.9
FRA-BIO-8bf1eac9-10,9,-5.9
FRA-BIO-8bf1eac9-10,10,-5.8
MAT-POS-4e253971-3,1,-6.6
MAT-POS-4e253971-3,2,-6.4
MAT-POS-4e253971-3,3,-6.3
MAT-POS-4e253971-3,4,-6.1
MAT-POS-4e253971-3,5,-6.1
MAT-POS-4e253971-3,6,-6.0
MAT-POS-4e253971-3,7,-5.8
MAT-POS-4e253971-3,8,-5.7
MAT-POS-4e253971-3,9,-5.7
MAT-POS-4e253971-3,10,-5.7
GIA-UNK-595fac82-2,1,-6.1
