id,pose,qvina
MAR-UNI-c84db004-5,1,-7.9
MAR-UNI-c84db004-5,2,-7.7
MAR-UNI-c84db004-5,3,-7.7
MAR-UNI-c84db004-5,4,-7.6
MAR-UNI-c84db004-5,5,-7.6
MAR-UNI-c84db004-5,6,-7.6
MAR-UNI-c84db004-5,7,-7.5
MAR-UNI-c84db004-5,8,-7.5
MAR-UNI-c84db004-5,9,-7.5
MAR-UNI-c84db004-5,10,-7.5
ALE-HEI-f28a35b5-1,1,-5.2
ALE-HEI-f28a35b5-1,2,-5.0
ALE-HEI-f28a35b5-1,3,-4.9
ALE-HEI-f28a35b5-1,4,-4.8
ALE-HEI-f28a35b5-1,5,-4.7
ALE-HEI-f28a35b5-1,6,-4.7
ALE-HEI-f28a35b5-1,7,-4.6
ALE-HEI-f28a35b5-1,8,-4.6
ALE-HEI-f28a35b5-1,9,-4.6
ALE-HEI-f28a35b5-1,10,-4.5
JAN-GHE-5a013bed-6,1,-6.5
JAN-GHE-5a013bed-6,2,-6.5
JAN-GHE-5a013bed-6,3,-6.3
JAN-GHE-5a013bed-6,4,-5.8
JAN-GHE-5a013bed-6,5,-5.8
JAN-GHE-5a013bed-6,6,-5.8
JAN-GHE-5a013bed-6,7,-5.6
JAN-GHE-5a013bed-6,8,-5.6
JAN-GHE-5a013bed-6,9,-5.6
JAN-GHE-5a013bed-6,10,-5.5
DAV-CRI-3edb475e-6,1,-5.6
DAV-CRI-3edb475e-6,2,-5.2
DAV-CRI-3edb475e-6,3,-5.2
DAV-CRI-3edb475e-6,4,-5.2
DAV-CRI-3edb475e-6,5,-5.1
DAV-CRI-3edb475e-6,6,-5.1
DAV-CRI-3edb475e-6,7,-5.1
DAV-CRI-3edb475e-6,8,-5.0
DAV-CRI-3edb475e-6,9,-5.0
DAV-CRI-3edb475e-6,10,-5.0
LON-WEI-b8d98729-11,1,-6.4
LON-WEI-b8d98729-11,2,-6.4
LON-WEI-b8d98729-11,3,-6.3
LON-WEI-b8d98729-11,4,-6.0
LON-WEI-b8d98729-11,5,-6.0
LON-WEI-b8d98729-11,6,-5.9
LON-WEI-b8d98729-11,7,-5.8
LON-WEI-b8d98729-11,8,-5.7
LON-WEI-b8d98729-11,9,-5.7
LON-WEI-b8d98729-11,10,-5.6
MIH-UNI-6b9ca91a-6,1,-6.0
MIH-UNI-6b9ca91a-6,2,-5.9
MIH-UNI-6b9ca91a-6,3,-5.9
MIH-UNI-6b9ca91a-6,4,-5.9
MIH-UNI-6b9ca91a-6,5,-5.8
MIH-UNI-6b9ca91a-6,6,-5.8
MIH-UNI-6b9ca91a-6,7,-5.8
MIH-UNI-6b9ca91a-6,8,-5.7
MIH-UNI-6b9ca91a-6,9,-5.7
MIH-UNI-6b9ca91a-6,10,-5.7
BAR-COM-4e090d3a-3,1,-7.4
BAR-COM-4e090d3a-3,2,-7.3
BAR-COM-4e090d3a-3,3,-7.3
BAR-COM-4e090d3a-3,4,-7.2
BAR-COM-4e090d3a-3,5,-7.1
BAR-COM-4e090d3a-3,6,-7.1
BAR-COM-4e090d3a-3,7,-7.1
BAR-COM-4e090d3a-3,8,-7.0
BAR-COM-4e090d3a-3,9,-7.0
BAR-COM-4e090d3a-3,10,-6.9
BEN-DND-93268d01-13,1,-5.0
BEN-DND-93268d01-13,2,-4.9
BEN-DND-93268d01-13,3,-4.8
BEN-DND-93268d01-13,4,-4.8
BEN-DND-93268d01-13,5,-4.7
BEN-DND-93268d01-13,6,-4.7
BEN-DND-93268d01-13,7,-4.7
BEN-DND-93268d01-13,8,-4.7
BEN-DND-93268d01-13,9,-4.6
BEN-DND-93268d01-13,10,-4.6
LON-WEI-adc59df6-39,1,-6.8
LON-WEI-adc59df6-39,2,-6.7
LON-WEI-adc59df6-39,3,-6.7
LON-WEI-adc59df6-39,4,-6.6
LON-WEI-adc59df6-39,5,-6.5
LON-WEI-adc59df6-39,6,-6.3
LON-WEI-adc59df6-39,7,-6.3
LON-WEI-adc59df6-39,8,-6.3
LON-WEI-adc59df6-39,9,-6.2
LON-WEI-adc59df6-39,10,-6.2
TOB-UNK-c2aba166-2,1,-4.8
TOB-UNK-c2aba166-2,2,-4.6
TOB-UNK-c2aba166-2,3,-4.6
TOB-UNK-c2aba166-2,4,-4.6
TOB-UNK-c2aba166-2,5,-4.5
TOB-UNK-c2aba166-2,6,-4.5
TOB-UNK-c2aba166-2,7,-4.5
TOB-UNK-c2aba166-2,8,-4.5
TOB-UNK-c2aba166-2,9,-4.4
TOB-UNK-c2aba166-2,10,-4.4
BEN-DND-7e92b6ca-1,1,-6.7
BEN-DND-7e92b6ca-1,2,-6.5
BEN-DND-7e92b6ca-1,3,-6.4
BEN-DND-7e92b6ca-1,4,-6.4
BEN-DND-7e92b6ca-1,5,-6.4
BEN-DND-7e92b6ca-1,6,-6.4
BEN-DND-7e92b6ca-1,7,-6.3
BEN-DND-7e92b6ca-1,8,-6.3
BEN-DND-7e92b6ca-1,9,-6.2
BEN-DND-7e92b6ca-1,10,-6.2
WAR-XCH-b72a1bbc-14,1,-6.4
WAR-XCH-b72a1bbc-14,2,-6.4
WAR-XCH-b72a1bbc-14,3,-6.2
WAR-XCH-b72a1bbc-14,4,-6.1
WAR-XCH-b72a1bbc-14,5,-6.1
WAR-XCH-b72a1bbc-14,6,-6.0
WAR-XCH-b72a1bbc-14,7,-5.9
WAR-XCH-b72a1bbc-14,8,-5.9
WAR-XCH-b72a1bbc-14,9,-5.9
WAR-XCH-b72a1bbc-14,10,-5.9
LON-WEI-b8d98729-1,1,-6.7
LON-WEI-b8d98729-1,2,-6.4
LON-WEI-b8d98729-1,3,-6.4
LON-WEI-b8d98729-1,4,-6.4
LON-WEI-b8d98729-1,5,-6.3
LON-WEI-b8d98729-1,6,-6.3
LON-WEI-b8d98729-1,7,-6.3
LON-WEI-b8d98729-1,8,-6.2
LON-WEI-b8d98729-1,9,-6.1
LON-WEI-b8d98729-1,10,-6.1
MAR-UNI-c84db004-14,1,-9.1
MAR-UNI-c84db004-14,2,-8.6
MAR-UNI-c84db004-14,3,-8.6
MAR-UNI-c84db004-14,4,-8.1
MAR-UNI-c84db004-14,5,-8.1
MAR-UNI-c84db004-14,6,-8.1
MAR-UNI-c84db004-14,7,-8.0
MAR-UNI-c84db004-14,8,-8.0
MAR-UNI-c84db004-14,9,-8.0
MAR-UNI-c84db004-14,10,-8.0
LON-WEI-d1c9908a-11,1,-7.4
LON-WEI-d1c9908a-11,2,-7.0
LON-WEI-d1c9908a-11,3,-6.9
LON-WEI-d1c9908a-11,4,-6.7
LON-WEI-d1c9908a-11,5,-6.7
LON-WEI-d1c9908a-11,6,-6.7
LON-WEI-d1c9908a-11,7,-6.6
LON-WEI-d1c9908a-11,8,-6.6
LON-WEI-d1c9908a-11,9,-6.5
LON-WEI-d1c9908a-11,10,-6.5
DUN-NEW-f8ce3686-23,1,-7.3
DUN-NEW-f8ce3686-23,2,-7.2
DUN-NEW-f8ce3686-23,3,-7.2
DUN-NEW-f8ce3686-23,4,-7.2
DUN-NEW-f8ce3686-23,5,-7.0
DUN-NEW-f8ce3686-23,6,-6.9
DUN-NEW-f8ce3686-23,7,-6.9
DUN-NEW-f8ce3686-23,8,-6.9
DUN-NEW-f8ce3686-23,9,-6.8
DUN-NEW-f8ce3686-23,10,-6.8
LON-WEI-b8d98729-34,1,-5.7
LON-WEI-b8d98729-34,2,-5.7
LON-WEI-b8d98729-34,3,-5.6
LON-WEI-b8d98729-34,4,-5.6
LON-WEI-b8d98729-34,5,-5.6
LON-WEI-b8d98729-34,6,-5.5
LON-WEI-b8d98729-34,7,-5.4
LON-WEI-b8d98729-34,8,-5.3
LON-WEI-b8d98729-34,9,-5.3
LON-WEI-b8d98729-34,10,-5.3
MED-COV-4280ac29-15,1,-5.9
MED-COV-4280ac29-15,2,-5.9
MED-COV-4280ac29-15,3,-5.9
MED-COV-4280ac29-15,4,-5.8
MED-COV-4280ac29-15,5,-5.7
MED-COV-4280ac29-15,6,-5.6
MED-COV-4280ac29-15,7,-5.6
MED-COV-4280ac29-15,8,-5.6
MED-COV-4280ac29-15,9,-5.5
MED-COV-4280ac29-15,10,-5.5
GAB-REV-70cc3ca5-13,1,-6.4
GAB-REV-70cc3ca5-13,2,-6.3
GAB-REV-70cc3ca5-13,3,-6.2
GAB-REV-70cc3ca5-13,4,-6.2
GAB-REV-70cc3ca5-13,5,-6.1
GAB-REV-70cc3ca5-13,6,-6.1
GAB-REV-70cc3ca5-13,7,-6.0
GAB-REV-70cc3ca5-13,8,-5.8
GAB-REV-70cc3ca5-13,9,-5.8
GAB-REV-70cc3ca5-13,10,-5.8
BAR-COM-4e090d3a-6,1,-7.6
BAR-COM-4e090d3a-6,2,-7.4
BAR-COM-4e090d3a-6,3,-7.3
BAR-COM-4e090d3a-6,4,-6.9
BAR-COM-4e090d3a-6,5,-6.8
BAR-COM-4e090d3a-6,6,-6.8
BAR-COM-4e090d3a-6,7,-6.8
BAR-COM-4e090d3a-6,8,-6.8
BAR-COM-4e090d3a-6,9,-6.5
BAR-COM-4e090d3a-6,10,-6.4
TRY-UNI-1fd04853-12,1,-7.3
TRY-UNI-1fd04853-12,2,-7.2
TRY-UNI-1fd04853-12,3,-7.1
TRY-UNI-1fd04853-12,4,-7.0
TRY-UNI-1fd04853-12,5,-7.0
TRY-UNI-1fd04853-12,6,-6.8
TRY-UNI-1fd04853-12,7,-6.7
TRY-UNI-1fd04853-12,8,-6.7
TRY-UNI-1fd04853-12,9,-6.6
TRY-UNI-1fd04853-12,10,-6.6
DAR-DIA-23aa0b97-20,1,-7.0
DAR-DIA-23aa0b97-20,2,-7.0
DAR-DIA-23aa0b97-20,3,-6.8
DAR-DIA-23aa0b97-20,4,-6.7
DAR-DIA-23aa0b97-20,5,-6.7
DAR-DIA-23aa0b97-20,6,-6.7
DAR-DIA-23aa0b97-20,7,-6.7
DAR-DIA-23aa0b97-20,8,-6.7
DAR-DIA-23aa0b97-20,9,-6.7
DAR-DIA-23aa0b97-20,10,-6.7
LON-WEI-8f408cad-9,1,-5.8
LON-WEI-8f408cad-9,2,-5.6
LON-WEI-8f408cad-9,3,-5.3
LON-WEI-8f408cad-9,4,-5.3
LON-WEI-8f408cad-9,5,-5.2
LON-WEI-8f408cad-9,6,-5.2
LON-WEI-8f408cad-9,7,-5.2
LON-WEI-8f408cad-9,8,-5.2
LON-WEI-8f408cad-9,9,-5.2
LON-WEI-8f408cad-9,10,-5.2
AAR-POS-8a4e0f60-4,1,-7.8
AAR-POS-8a4e0f60-4,2,-7.3
AAR-POS-8a4e0f60-4,3,-7.2
AAR-POS-8a4e0f60-4,4,-7.1
AAR-POS-8a4e0f60-4,5,-7.1
AAR-POS-8a4e0f60-4,6,-7.1
AAR-POS-8a4e0f60-4,7,-7.0
AAR-POS-8a4e0f60-4,8,-6.9
AAR-POS-8a4e0f60-4,9,-6.9
AAR-POS-8a4e0f60-4,10,-6.8
WAR-XCH-b72a1bbc-39,1,-6.0
WAR-XCH-b72a1bbc-39,2,-5.9
WAR-XCH-b72a1bbc-39,3,-5.9
WAR-XCH-b72a1bbc-39,4,-5.8
WAR-XCH-b72a1bbc-39,5,-5.8
WAR-XCH-b72a1bbc-39,6,-5.7
WAR-XCH-b72a1bbc-39,7,-5.7
WAR-XCH-b72a1bbc-39,8,-5.5
WAR-XCH-b72a1bbc-39,9,-5.5
WAR-XCH-b72a1bbc-39,10,-5.3
JAN-GHE-83b26c96-20,1,-5.8
JAN-GHE-83b26c96-20,2,-5.7
JAN-GHE-83b26c96-20,3,-5.7
JAN-GHE-83b26c96-20,4,-5.6
JAN-GHE-83b26c96-20,5,-5.5
JAN-GHE-83b26c96-20,6,-5.5
JAN-GHE-83b26c96-20,7,-5.5
JAN-GHE-83b26c96-20,8,-5.4
JAN-GHE-83b26c96-20,9,-5.3
JAN-GHE-83b26c96-20,10,-5.3
JAG-UCB-a3ef7265-22,1,-5.8
JAG-UCB-a3ef7265-22,2,-5.8
JAG-UCB-a3ef7265-22,3,-5.6
JAG-UCB-a3ef7265-22,4,-5.6
JAG-UCB-a3ef7265-22,5,-5.6
JAG-UCB-a3ef7265-22,6,-5.5
JAG-UCB-a3ef7265-22,7,-5.5
JAG-UCB-a3ef7265-22,8,-5.5
JAG-UCB-a3ef7265-22,9,-5.4
JAG-UCB-a3ef7265-22,10,-5.4
BAR-COM-4e090d3a-19,1,-7.6
BAR-COM-4e090d3a-19,2,-7.5
BAR-COM-4e090d3a-19,3,-7.5
BAR-COM-4e090d3a-19,4,-7.4
BAR-COM-4e090d3a-19,5,-7.4
BAR-COM-4e090d3a-19,6,-7.3
BAR-COM-4e090d3a-19,7,-7.3
BAR-COM-4e090d3a-19,8,-7.3
BAR-COM-4e090d3a-19,9,-7.3
BAR-COM-4e090d3a-19,10,-7.3
LON-WEI-1908424e-18,1,-7.4
LON-WEI-1908424e-18,2,-7.2
LON-WEI-1908424e-18,3,-7.0
LON-WEI-1908424e-18,4,-6.8
LON-WEI-1908424e-18,5,-6.7
LON-WEI-1908424e-18,6,-6.5
LON-WEI-1908424e-18,7,-6.5
LON-WEI-1908424e-18,8,-6.5
LON-WEI-1908424e-18,9,-6.3
LON-WEI-1908424e-18,10,-6.3
MAT-POS-ee51dedd-1,1,-6.6
MAT-POS-ee51dedd-1,2,-6.4
MAT-POS-ee51dedd-1,3,-6.2
MAT-POS-ee51dedd-1,4,-6.1
MAT-POS-ee51dedd-1,5,-6.1
MAT-POS-ee51dedd-1,6,-6.0
MAT-POS-ee51dedd-1,7,-6.0
MAT-POS-ee51dedd-1,8,-6.0
MAT-POS-ee51dedd-1,9,-5.9
MAT-POS-ee51dedd-1,10,-5.9
MAT-POS-590ac91e-61,1,-8.7
MAT-POS-590ac91e-61,2,-8.5
MAT-POS-590ac91e-61,3,-8.4
MAT-POS-590ac91e-61,4,-8.3
MAT-POS-590ac91e-61,5,-8.2
MAT-POS-590ac91e-61,6,-8.1
MAT-POS-590ac91e-61,7,-8.1
MAT-POS-590ac91e-61,8,-8.1
MAT-POS-590ac91e-61,9,-8.1
MAT-POS-590ac91e-61,10,-8.1
BAR-COM-4e090d3a-38,1,-7.2
BAR-COM-4e090d3a-38,2,-7.0
BAR-COM-4e090d3a-38,3,-7.0
BAR-COM-4e090d3a-38,4,-6.9
BAR-COM-4e090d3a-38,5,-6.7
BAR-COM-4e090d3a-38,6,-6.7
BAR-COM-4e090d3a-38,7,-6.7
BAR-COM-4e090d3a-38,8,-6.7
BAR-COM-4e090d3a-38,9,-6.6
BAR-COM-4e090d3a-38,10,-6.5
STE-KUL-2e0d2e88-2,1,-7.5
STE-KUL-2e0d2e88-2,2,-7.4
STE-KUL-2e0d2e88-2,3,-7.4
STE-KUL-2e0d2e88-2,4,-7.3
STE-KUL-2e0d2e88-2,5,-7.3
STE-KUL-2e0d2e88-2,6,-7.2
STE-KUL-2e0d2e88-2,7,-7.1
STE-KUL-2e0d2e88-2,8,-7.1
STE-KUL-2e0d2e88-2,9,-7.1
STE-KUL-2e0d2e88-2,10,-7.0
JAG-UCB-ef2c0e8e-5,1,-7.0
JAG-UCB-ef2c0e8e-5,2,-6.9
JAG-UCB-ef2c0e8e-5,3,-6.4
JAG-UCB-ef2c0e8e-5,4,-6.4
JAG-UCB-ef2c0e8e-5,5,-6.4
JAG-UCB-ef2c0e8e-5,6,-6.3
JAG-UCB-ef2c0e8e-5,7,-6.3
JAG-UCB-ef2c0e8e-5,8,-6.3
JAG-UCB-ef2c0e8e-5,9,-6.2
JAG-UCB-ef2c0e8e-5,10,-6.2
COM-UCB-8c7d23dc-16,1,-7.3
COM-UCB-8c7d23dc-16,2,-7.3
COM-UCB-8c7d23dc-16,3,-7.2
COM-UCB-8c7d23dc-16,4,-7.1
COM-UCB-8c7d23dc-16,5,-7.1
COM-UCB-8c7d23dc-16,6,-7.1
COM-UCB-8c7d23dc-16,7,-7.0
COM-UCB-8c7d23dc-16,8,-7.0
COM-UCB-8c7d23dc-16,9,-6.9
COM-UCB-8c7d23dc-16,10,-6.9
JAG-UCB-ef2c0e8e-6,1,-7.0
JAG-UCB-ef2c0e8e-6,2,-6.9
JAG-UCB-ef2c0e8e-6,3,-6.5
JAG-UCB-ef2c0e8e-6,4,-6.5
JAG-UCB-ef2c0e8e-6,5,-6.4
JAG-UCB-ef2c0e8e-6,6,-6.2
JAG-UCB-ef2c0e8e-6,7,-6.1
JAG-UCB-ef2c0e8e-6,8,-5.9
JAG-UCB-ef2c0e8e-6,9,-5.9
JAG-UCB-ef2c0e8e-6,10,-5.9
LON-WEI-babf2c61-11,1,-7.5
LON-WEI-babf2c61-11,2,-7.2
LON-WEI-babf2c61-11,3,-7.2
LON-WEI-babf2c61-11,4,-7.2
LON-WEI-babf2c61-11,5,-7.1
LON-WEI-babf2c61-11,6,-7.0
LON-WEI-babf2c61-11,7,-6.8
LON-WEI-babf2c61-11,8,-6.7
LON-WEI-babf2c61-11,9,-6.7
LON-WEI-babf2c61-11,10,-6.7
LON-WEI-b8d98729-2,1,-6.9
LON-WEI-b8d98729-2,2,-6.8
LON-WEI-b8d98729-2,3,-6.8
LON-WEI-b8d98729-2,4,-6.7
LON-WEI-b8d98729-2,5,-6.7
LON-WEI-b8d98729-2,6,-6.6
LON-WEI-b8d98729-2,7,-6.5
LON-WEI-b8d98729-2,8,-6.5
LON-WEI-b8d98729-2,9,-6.4
LON-WEI-b8d98729-2,10,-6.4
MAK-UNK-23561bf6-1,1,-6.0
MAK-UNK-23561bf6-1,2,-5.6
MAK-UNK-23561bf6-1,3,-5.4
MAK-UNK-23561bf6-1,4,-5.4
MAK-UNK-23561bf6-1,5,-5.4
MAK-UNK-23561bf6-1,6,-5.4
MAK-UNK-23561bf6-1,7,-5.3
MAK-UNK-23561bf6-1,8,-5.2
MAK-UNK-23561bf6-1,9,-5.2
MAK-UNK-23561bf6-1,10,-5.2
BAR-COM-4e090d3a-5,1,-7.3
BAR-COM-4e090d3a-5,2,-7.3
BAR-COM-4e090d3a-5,3,-7.2
BAR-COM-4e090d3a-5,4,-7.2
BAR-COM-4e090d3a-5,5,-7.2
BAR-COM-4e090d3a-5,6,-7.0
BAR-COM-4e090d3a-5,7,-6.9
BAR-COM-4e090d3a-5,8,-6.9
BAR-COM-4e090d3a-5,9,-6.8
BAR-COM-4e090d3a-5,10,-6.7
BAR-COM-4e090d3a-9,1,-7.5
BAR-COM-4e090d3a-9,2,-7.4
BAR-COM-4e090d3a-9,3,-7.4
BAR-COM-4e090d3a-9,4,-7.3
BAR-COM-4e090d3a-9,5,-7.3
BAR-COM-4e090d3a-9,6,-7.3
BAR-COM-4e090d3a-9,7,-7.3
BAR-COM-4e090d3a-9,8,-7.3
BAR-COM-4e090d3a-9,9,-7.2
BAR-COM-4e090d3a-9,10,-7.2
ALP-POS-c59291d4-2,1,-7.8
ALP-POS-c59291d4-2,2,-7.7
ALP-POS-c59291d4-2,3,-7.4
ALP-POS-c59291d4-2,4,-7.4
ALP-POS-c59291d4-2,5,-7.4
ALP-POS-c59291d4-2,6,-7.3
ALP-POS-c59291d4-2,7,-7.3
ALP-POS-c59291d4-2,8,-7.3
ALP-POS-c59291d4-2,9,-7.2
ALP-POS-c59291d4-2,10,-7.2
AAR-POS-ac4b8cb8-1,1,-5.9
AAR-POS-ac4b8cb8-1,2,-5.7
AAR-POS-ac4b8cb8-1,3,-5.7
AAR-POS-ac4b8cb8-1,4,-5.7
AAR-POS-ac4b8cb8-1,5,-5.7
AAR-POS-ac4b8cb8-1,6,-5.7
AAR-POS-ac4b8cb8-1,7,-5.6
AAR-POS-ac4b8cb8-1,8,-5.6
AAR-POS-ac4b8cb8-1,9,-5.6
AAR-POS-ac4b8cb8-1,10,-5.5
LON-WEI-b8d98729-35,1,-6.9
LON-WEI-b8d98729-35,2,-6.5
LON-WEI-b8d98729-35,3,-6.3
LON-WEI-b8d98729-35,4,-6.3
LON-WEI-b8d98729-35,5,-6.3
LON-WEI-b8d98729-35,6,-6.2
LON-WEI-b8d98729-35,7,-6.1
LON-WEI-b8d98729-35,8,-6.1
LON-WEI-b8d98729-35,9,-6.1
LON-WEI-b8d98729-35,10,-6.0
EDJ-MED-e58735b6-2,1,-6.4
EDJ-MED-e58735b6-2,2,-6.4
EDJ-MED-e58735b6-2,3,-6.0
EDJ-MED-e58735b6-2,4,-5.9
EDJ-MED-e58735b6-2,5,-5.9
EDJ-MED-e58735b6-2,6,-5.9
EDJ-MED-e58735b6-2,7,-5.9
EDJ-MED-e58735b6-2,8,-5.9
EDJ-MED-e58735b6-2,9,-5.9
EDJ-MED-e58735b6-2,10,-5.8
JAN-GHE-83b26c96-18,1,-7.3
JAN-GHE-83b26c96-18,2,-7.0
JAN-GHE-83b26c96-18,3,-6.9
JAN-GHE-83b26c96-18,4,-6.8
JAN-GHE-83b26c96-18,5,-6.6
JAN-GHE-83b26c96-18,6,-6.6
JAN-GHE-83b26c96-18,7,-6.6
JAN-GHE-83b26c96-18,8,-6.5
JAN-GHE-83b26c96-18,9,-6.4
JAN-GHE-83b26c96-18,10,-6.4
IAN-BAS-647c7407-1,1,-9.6
IAN-BAS-647c7407-1,2,-9.4
IAN-BAS-647c7407-1,3,-9.1
IAN-BAS-647c7407-1,4,-8.9
IAN-BAS-647c7407-1,5,-8.8
IAN-BAS-647c7407-1,6,-8.7
IAN-BAS-647c7407-1,7,-8.7
IAN-BAS-647c7407-1,8,-8.7
IAN-BAS-647c7407-1,9,-8.6
IAN-BAS-647c7407-1,10,-8.6
LON-WEI-adc59df6-7,1,-6.5
LON-WEI-adc59df6-7,2,-6.2
LON-WEI-adc59df6-7,3,-6.1
LON-WEI-adc59df6-7,4,-6.0
LON-WEI-adc59df6-7,5,-5.9
LON-WEI-adc59df6-7,6,-5.9
LON-WEI-adc59df6-7,7,-5.9
LON-WEI-adc59df6-7,8,-5.8
LON-WEI-adc59df6-7,9,-5.7
LON-WEI-adc59df6-7,10,-5.7
BAR-COM-4e090d3a-36,1,-6.3
BAR-COM-4e090d3a-36,2,-6.3
BAR-COM-4e090d3a-36,3,-6.2
BAR-COM-4e090d3a-36,4,-6.1
BAR-COM-4e090d3a-36,5,-6.0
BAR-COM-4e090d3a-36,6,-5.9
BAR-COM-4e090d3a-36,7,-5.9
BAR-COM-4e090d3a-36,8,-5.9
BAR-COM-4e090d3a-36,9,-5.9
BAR-COM-4e090d3a-36,10,-5.9
BAR-COM-4e090d3a-22,1,-7.0
BAR-COM-4e090d3a-22,2,-6.8
BAR-COM-4e090d3a-22,3,-6.7
BAR-COM-4e090d3a-22,4,-6.6
BAR-COM-4e090d3a-22,5,-6.6
BAR-COM-4e090d3a-22,6,-6.6
BAR-COM-4e090d3a-22,7,-6.5
BAR-COM-4e090d3a-22,8,-6.4
BAR-COM-4e090d3a-22,9,-6.4
BAR-COM-4e090d3a-22,10,-6.4
BAR-COM-0f94fc3d-41,1,-6.3
BAR-COM-0f94fc3d-41,2,-6.3
BAR-COM-0f94fc3d-41,3,-6.2
BAR-COM-0f94fc3d-41,4,-6.2
BAR-COM-0f94fc3d-41,5,-6.2
BAR-COM-0f94fc3d-41,6,-6.2
BAR-COM-0f94fc3d-41,7,-6.1
BAR-COM-0f94fc3d-41,8,-6.1
BAR-COM-0f94fc3d-41,9,-6.1
BAR-COM-0f94fc3d-41,10,-6.1
BEN-DND-7e92b6ca-16,1,-8.3
BEN-DND-7e92b6ca-16,2,-8.0
BEN-DND-7e92b6ca-16,3,-7.9
BEN-DND-7e92b6ca-16,4,-7.8
BEN-DND-7e92b6ca-16,5,-7.7
BEN-DND-7e92b6ca-16,6,-7.6
BEN-DND-7e92b6ca-16,7,-7.5
BEN-DND-7e92b6ca-16,8,-7.5
BEN-DND-7e92b6ca-16,9,-7.4
BEN-DND-7e92b6ca-16,10,-7.3
BAR-COM-4e090d3a-43,1,-7.5
BAR-COM-4e090d3a-43,2,-7.2
BAR-COM-4e090d3a-43,3,-7.2
BAR-COM-4e090d3a-43,4,-7.1
BAR-COM-4e090d3a-43,5,-7.1
BAR-COM-4e090d3a-43,6,-7.0
BAR-COM-4e090d3a-43,7,-7.0
BAR-COM-4e090d3a-43,8,-6.9
BAR-COM-4e090d3a-43,9,-6.9
BAR-COM-4e090d3a-43,10,-6.8
ROD-LAS-d5538ff9-8,1,-7.1
ROD-LAS-d5538ff9-8,2,-6.9
ROD-LAS-d5538ff9-8,3,-6.9
ROD-LAS-d5538ff9-8,4,-6.5
ROD-LAS-d5538ff9-8,5,-6.5
ROD-LAS-d5538ff9-8,6,-6.5
ROD-LAS-d5538ff9-8,7,-6.5
ROD-LAS-d5538ff9-8,8,-6.5
ROD-LAS-d5538ff9-8,9,-6.5
ROD-LAS-d5538ff9-8,10,-6.4
CHR-SOS-7098f804-7,1,-6.7
CHR-SOS-7098f804-7,2,-6.6
CHR-SOS-7098f804-7,3,-6.3
CHR-SOS-7098f804-7,4,-6.3
CHR-SOS-7098f804-7,5,-6.2
CHR-SOS-7098f804-7,6,-6.2
CHR-SOS-7098f804-7,7,-6.2
CHR-SOS-7098f804-7,8,-6.1
CHR-SOS-7098f804-7,9,-5.9
CHR-SOS-7098f804-7,10,-5.9
JAG-UCB-ef2c0e8e-3,1,-7.2
JAG-UCB-ef2c0e8e-3,2,-7.1
JAG-UCB-ef2c0e8e-3,3,-7.1
JAG-UCB-ef2c0e8e-3,4,-6.8
JAG-UCB-ef2c0e8e-3,5,-6.8
JAG-UCB-ef2c0e8e-3,6,-6.6
JAG-UCB-ef2c0e8e-3,7,-6.6
JAG-UCB-ef2c0e8e-3,8,-6.5
JAG-UCB-ef2c0e8e-3,9,-6.5
JAG-UCB-ef2c0e8e-3,10,-6.4
MAK-UNK-6435e6c2-1,1,-6.0
MAK-UNK-6435e6c2-1,2,-5.7
MAK-UNK-6435e6c2-1,3,-5.6
MAK-UNK-6435e6c2-1,4,-5.5
MAK-UNK-6435e6c2-1,5,-5.4
MAK-UNK-6435e6c2-1,6,-5.4
MAK-UNK-6435e6c2-1,7,-5.3
MAK-UNK-6435e6c2-1,8,-5.2
MAK-UNK-6435e6c2-1,9,-5.2
MAK-UNK-6435e6c2-1,10,-5.2
MAT-POS-02ae579f-1,1,-7.7
MAT-POS-02ae579f-1,2,-7.6
MAT-POS-02ae579f-1,3,-7.5
MAT-POS-02ae579f-1,4,-7.5
MAT-POS-02ae579f-1,5,-7.5
MAT-POS-02ae579f-1,6,-7.4
MAT-POS-02ae579f-1,7,-7.3
MAT-POS-02ae579f-1,8,-7.3
MAT-POS-02ae579f-1,9,-7.3
MAT-POS-02ae579f-1,10,-7.3
BAR-COM-0f94fc3d-7,1,-7.0
BAR-COM-0f94fc3d-7,2,-6.9
BAR-COM-0f94fc3d-7,3,-6.8
BAR-COM-0f94fc3d-7,4,-6.7
BAR-COM-0f94fc3d-7,5,-6.7
BAR-COM-0f94fc3d-7,6,-6.7
BAR-COM-0f94fc3d-7,7,-6.7
BAR-COM-0f94fc3d-7,8,-6.6
BAR-COM-0f94fc3d-7,9,-6.6
BAR-COM-0f94fc3d-7,10,-6.5
BAR-COM-4e090d3a-47,1,-7.6
BAR-COM-4e090d3a-47,2,-7.1
BAR-COM-4e090d3a-47,3,-6.9
BAR-COM-4e090d3a-47,4,-6.9
BAR-COM-4e090d3a-47,5,-6.9
BAR-COM-4e090d3a-47,6,-6.9
BAR-COM-4e090d3a-47,7,-6.7
BAR-COM-4e090d3a-47,8,-6.7
BAR-COM-4e090d3a-47,9,-6.6
BAR-COM-4e090d3a-47,10,-6.6
MAK-UNK-6435e6c2-4,1,-5.7
MAK-UNK-6435e6c2-4,2,-5.7
MAK-UNK-6435e6c2-4,3,-5.7
MAK-UNK-6435e6c2-4,4,-5.7
