id,pose,rfscore
AGN-NEW-c7b24fe3-5,6,6.380296932067928
AGN-NEW-c7b24fe3-5,7,5.674278294372297
AGN-NEW-c7b24fe3-5,8,6.177166912753904
AGN-NEW-c7b24fe3-5,9,6.060399991341987
AGN-NEW-c7b24fe3-5,10,6.438306033189037
ALE-HEI-f28a35b5-1,1,5.6354713225108215
ALE-HEI-f28a35b5-1,2,6.049303469974474
ALE-HEI-f28a35b5-1,3,5.810923442612944
ALE-HEI-f28a35b5-1,4,5.583045717837718
ALE-HEI-f28a35b5-1,5,5.616860141969143
ALE-HEI-f28a35b5-1,6,5.7361214767454864
ALE-HEI-f28a35b5-1,7,5.729226782994782
ALE-HEI-f28a35b5-1,8,5.506124987734479
ALE-HEI-f28a35b5-1,9,5.609401051781551
ALE-HEI-f28a35b5-1,10,5.508887522366519
ALE-HEI-f28a35b5-4,1,5.7259733997668985
ALE-HEI-f28a35b5-4,2,5.630856206404707
ALE-HEI-f28a35b5-4,3,5.883540483072492
ALE-HEI-f28a35b5-4,4,5.744106572205572
ALE-HEI-f28a35b5-4,5,5.511500734931743
ALE-HEI-f28a35b5-4,6,5.659269062019683
ALE-HEI-f28a35b5-4,7,5.787177778554777
ALE-HEI-f28a35b5-4,8,4.962945619047617
ALE-HEI-f28a35b5-4,9,5.387972194139197
ALE-HEI-f28a35b5-4,10,5.4927108431568445
ALE-HEI-f28a35b5-5,1,6.008796230491737
ALE-HEI-f28a35b5-5,2,5.711751264180263
ALE-HEI-f28a35b5-5,3,5.612960584304585
ALE-HEI-f28a35b5-5,4,5.55410225790876
ALE-HEI-f28a35b5-5,5,5.6603274893439925
ALE-HEI-f28a35b5-5,6,6.05748508186258
ALE-HEI-f28a35b5-5,7,5.363552529304034
ALE-HEI-f28a35b5-5,8,6.0063692330447465
ALE-HEI-f28a35b5-5,9,5.6457359938394935
ALE-HEI-f28a35b5-5,10,5.6775656731601725
ALE-UNK-fca05062-1,1,7.908035409534911
ALE-UNK-fca05062-1,2,7.936805767343768
ALE-UNK-fca05062-1,3,7.529897597069602
ALE-UNK-fca05062-1,4,7.529147688367182
ALE-UNK-fca05062-1,5,7.910791055222559
ALE-UNK-fca05062-1,6,7.9525204603452115
ALE-UNK-fca05062-1,7,7.511376529431359
ALE-UNK-fca05062-1,8,7.330411857864361
ALE-UNK-fca05062-1,9,7.46677635919636
ALE-UNK-fca05062-1,10,7.554107525641029
ALE-UNK-fca05062-2,1,8.019650986790994
ALE-UNK-fca05062-2,2,7.574766593573099
ALE-UNK-fca05062-2,3,7.925260830447327
ALE-UNK-fca05062-2,4,7.821466190642698
ALE-UNK-fca05062-2,5,7.818599098124096
ALE-UNK-fca05062-2,6,7.731975345876341
ALE-UNK-fca05062-2,7,7.921717704850716
ALE-UNK-fca05062-2,8,7.616003455988463
ALE-UNK-fca05062-2,9,7.7557629693639685
ALE-UNK-fca05062-2,10,7.644081472582974
ALE-UNK-fca05062-3,1,5.744951231823731
ALE-UNK-fca05062-3,2,6.31004338433789
ALE-UNK-fca05062-3,3,6.293907369907878
ALE-UNK-fca05062-3,4,5.796850125596622
ALE-UNK-fca05062-3,5,6.190169015595517
ALE-UNK-fca05062-3,6,5.708070862026863
ALE-UNK-fca05062-3,7,6.269088674436675
ALE-UNK-fca05062-3,8,6.225174913197912
ALE-UNK-fca05062-3,9,6.152473603618604
ALE-UNK-fca05062-3,10,6.134040892995894
ALE-UNK-fca05062-4,1,5.9342811341436335
ALE-UNK-fca05062-4,2,5.67929642213342
ALE-UNK-fca05062-4,3,5.911207320235318
ALE-UNK-fca05062-4,4,5.996531033189035
ALE-UNK-fca05062-4,5,5.53865589088689
ALE-UNK-fca05062-4,6,5.915973050116551
ALE-UNK-fca05062-4,7,5.984740673215676
ALE-UNK-fca05062-4,8,6.036835001942501
ALE-UNK-fca05062-4,9,6.055174218947724
ALE-UNK-fca05062-4,10,5.524415861138859
ALE-UNK-fca05062-9,1,6.182881187201684
ALE-UNK-fca05062-9,2,6.200982564269067
ALE-UNK-fca05062-9,3,5.849075437340437
ALE-UNK-fca05062-9,4,5.786632853313358
ALE-UNK-fca05062-9,5,5.8664469201354255
ALE-UNK-fca05062-9,6,6.147421058497059
ALE-UNK-fca05062-9,7,6.426498437506943
ALE-UNK-fca05062-9,8,5.861875832001334
ALE-UNK-fca05062-9,9,6.378158719391723
ALE-UNK-fca05062-9,10,5.7445826395826405
ALP-POS-3fc1724e-1,1,6.873761318181818
ALP-POS-3fc1724e-1,2,6.531372264235765
ALP-POS-3fc1724e-1,3,6.719806407647901
ALP-POS-3fc1724e-1,4,6.765910803030302
ALP-POS-3fc1724e-1,5,6.945422758824503
ALP-POS-3fc1724e-1,6,6.3611993434343415
ALP-POS-3fc1724e-1,7,6.92886534343434
ALP-POS-3fc1724e-1,8,6.4923513066378
ALP-POS-3fc1724e-1,9,6.975978285270281
ALP-POS-3fc1724e-1,10,6.567161487956482
ALP-POS-90c18d1d-1,1,6.766729430735924
ALP-POS-90c18d1d-1,2,6.869429716255965
ALP-POS-90c18d1d-1,3,6.595304067543575
ALP-POS-90c18d1d-1,4,6.657942909618161
ALP-POS-90c18d1d-1,5,6.965974241758242
ALP-POS-90c18d1d-1,6,6.519684615329118
ALP-POS-90c18d1d-1,7,6.515706614829618
ALP-POS-90c18d1d-1,8,6.701417112137857
ALP-POS-90c18d1d-1,9,6.327658266455767
ALP-POS-90c18d1d-1,10,6.597685379342883
ALP-POS-91609ae9-1,1,5.878131207292707
ALP-POS-91609ae9-1,2,7.043909325396825
ALP-POS-91609ae9-1,3,6.855799925907428
ALP-POS-91609ae9-1,4,5.8572108845043855
ALP-POS-91609ae9-1,5,7.128365507104013
ALP-POS-91609ae9-1,6,6.700568186757686
ALP-POS-91609ae9-1,7,7.077433522533027
ALP-POS-91609ae9-1,8,5.576560768398273
ALP-POS-91609ae9-1,9,6.503991668886676
ALP-POS-91609ae9-1,10,6.290805755189253
ALP-POS-91609ae9-2,1,6.850103660062167
ALP-POS-91609ae9-2,2,6.466548850760352
ALP-POS-91609ae9-2,3,6.155343847485852
ALP-POS-91609ae9-2,4,6.682247371406372
ALP-POS-91609ae9-2,5,6.590156770951272
ALP-POS-91609ae9-2,6,5.852504108280611
ALP-POS-91609ae9-2,7,6.647743432678433
ALP-POS-91609ae9-2,8,7.014843315573317
ALP-POS-91609ae9-2,9,6.971319641691648
ALP-POS-91609ae9-2,10,6.655066638916639
ALP-POS-91609ae9-3,1,6.925882855533353
ALP-POS-91609ae9-3,2,6.91819890648241
ALP-POS-91609ae9-3,3,7.197082277611287
ALP-POS-91609ae9-3,4,6.940607993506501
ALP-POS-91609ae9-3,5,6.979473098734603
ALP-POS-91609ae9-3,6,7.187593075091576
ALP-POS-91609ae9-3,7,6.7115206855921885
ALP-POS-91609ae9-3,8,6.814555013042519
ALP-POS-91609ae9-3,9,6.912976842712843
ALP-POS-91609ae9-3,10,6.886132737651235
ALP-POS-95b75b4d-1,1,6.471020734432237
ALP-POS-95b75b4d-1,2,6.3275497102897145
ALP-POS-95b75b4d-1,3,6.300745339993344
ALP-POS-95b75b4d-1,4,5.20554913347763
ALP-POS-95b75b4d-1,5,6.5467988873348855
ALP-POS-95b75b4d-1,6,5.862271151126658
ALP-POS-95b75b4d-1,7,6.10984244766345
ALP-POS-95b75b4d-1,8,5.663350018759023
ALP-POS-95b75b4d-1,9,6.380610264513267
ALP-POS-95b75b4d-1,10,5.613131156177154
ALP-POS-95b75b4d-2,1,6.321010432678429
ALP-POS-95b75b4d-2,2,5.931170679043179
ALP-POS-95b75b4d-2,3,6.367269995448991
ALP-POS-95b75b4d-2,4,6.297770983627482
ALP-POS-95b75b4d-2,5,5.61120822077922
ALP-POS-95b75b4d-2,6,6.188596353868351
ALP-POS-95b75b4d-2,7,5.9606114130314145
ALP-POS-95b75b4d-2,8,5.762962506882005
ALP-POS-95b75b4d-2,9,6.060692484459982
ALP-POS-95b75b4d-2,10,6.410362804251299
ALP-POS-95b75b4d-4,1,6.425505645299151
ALP-POS-95b75b4d-4,2,6.278882464701969
ALP-POS-95b75b4d-4,3,6.314891866855365
ALP-POS-95b75b4d-4,4,6.313212640859146
ALP-POS-95b75b4d-4,5,6.063926719225223
ALP-POS-95b75b4d-4,6,6.220517480297477
ALP-POS-95b75b4d-4,7,6.3839914694194695
ALP-POS-95b75b4d-4,8,6.3273788135198155
ALP-POS-95b75b4d-4,9,6.321454316516818
ALP-POS-95b75b4d-4,10,6.282681322233327
ALP-POS-95b75b4d-6,1,5.480515480741477
ALP-POS-95b75b4d-6,2,5.56345667388167
ALP-POS-95b75b4d-6,3,6.117207642968144
ALP-POS-95b75b4d-6,4,5.7851176441336465
ALP-POS-95b75b4d-6,5,6.164481774281273
ALP-POS-95b75b4d-6,6,5.685705204295709
ALP-POS-95b75b4d-6,7,5.581110457986458
ALP-POS-95b75b4d-6,8,5.649784341991338
ALP-POS-95b75b4d-6,9,6.025726618492613
ALP-POS-95b75b4d-6,10,5.678575779553782
ALP-POS-c0c213c9-12,1,7.407274179653679
ALP-POS-c0c213c9-12,2,7.412530233877232
ALP-POS-c0c213c9-12,3,7.291579460872465
ALP-POS-c0c213c9-12,4,7.328819830003336
ALP-POS-c0c213c9-12,5,7.1269094849039885
ALP-POS-c0c213c9-12,6,7.300865143967145
ALP-POS-c0c213c9-12,7,7.313420267510265
ALP-POS-c0c213c9-12,8,7.546318280386276
ALP-POS-c0c213c9-12,9,7.3195345759240755
ALP-POS-c0c213c9-12,10,7.414203246975244
ALP-POS-c0c213c9-13,1,7.397308455211455
ALP-POS-c0c213c9-13,2,7.398220752275499
ALP-POS-c0c213c9-13,3,7.293508123071383
ALP-POS-c0c213c9-13,4,7.3707924665612135
ALP-POS-c0c213c9-13,5,7.348504121156613
ALP-POS-c0c213c9-13,6,7.455365939504936
ALP-POS-c0c213c9-13,7,7.222084008963263
ALP-POS-c0c213c9-13,8,7.49202091749917
ALP-POS-c0c213c9-13,9,7.262059555194805
ALP-POS-c0c213c9-13,10,7.147080470418468
ALP-POS-c0c213c9-14,1,7.0369378827561375
ALP-POS-c0c213c9-14,2,7.137771129786885
ALP-POS-c0c213c9-14,3,7.093079141414149
ALP-POS-c0c213c9-14,4,7.10261798884449
ALP-POS-c0c213c9-14,5,7.123989144966145
ALP-POS-c0c213c9-14,6,7.1554561295371295
ALP-POS-c0c213c9-14,7,6.710819783105782
ALP-POS-c0c213c9-14,8,7.191471311799312
ALP-POS-c0c213c9-14,9,7.1170238788988724
ALP-POS-c0c213c9-14,10,7.189406316489072
ALP-POS-c0c213c9-5,1,7.4073496795426825
ALP-POS-c0c213c9-5,2,7.270332818847822
ALP-POS-c0c213c9-5,3,6.971480701076702
ALP-POS-c0c213c9-5,4,7.333830352203356
ALP-POS-c0c213c9-5,5,7.357807650460653
ALP-POS-c0c213c9-5,6,7.22570183427683
ALP-POS-c0c213c9-5,7,7.1562477706182746
ALP-POS-c0c213c9-5,8,7.116909854478848
ALP-POS-c0c213c9-5,9,7.253580407703406
ALP-POS-c0c213c9-5,10,7.114319771672777
ALP-POS-c0c213c9-9,1,7.198179756243763
ALP-POS-c0c213c9-9,2,7.3276924352314365
ALP-POS-c0c213c9-9,3,7.5184039264624305
ALP-POS-c0c213c9-9,4,7.051437077672329
ALP-POS-c0c213c9-9,5,7.043211249639247
ALP-POS-c0c213c9-9,6,7.2455842395382355
ALP-POS-c0c213c9-9,7,7.460765347707842
ALP-POS-c0c213c9-9,8,7.57580039244089
ALP-POS-c0c213c9-9,9,7.319195572705067
ALP-POS-c0c213c9-9,10,7.1218223648851176
ALP-POS-c59291d4-1,1,7.261071730463978
ALP-POS-c59291d4-1,2,7.474032780996777
ALP-POS-c59291d4-1,3,7.1485629501332
ALP-POS-c59291d4-1,4,7.075512151431901
ALP-POS-c59291d4-1,5,7.303701109529362
ALP-POS-c59291d4-1,6,7.448600271450772
ALP-POS-c59291d4-1,7,7.048613350538353
ALP-POS-c59291d4-1,8,6.903062587967588
ALP-POS-c59291d4-1,9,7.041980307387058
ALP-POS-c59291d4-1,10,6.9834231780719245
ALP-POS-c59291d4-2,1,7.590744228105231
ALP-POS-c59291d4-2,2,7.562299028749024
ALP-POS-c59291d4-2,3,7.192901433011434
ALP-POS-c59291d4-2,4,6.945971735542233
ALP-POS-c59291d4-2,5,7.108140423520924
ALP-POS-c59291d4-2,6,7.3685871288156335
ALP-POS-c59291d4-2,7,7.030499229992228
ALP-POS-c59291d4-2,8,7.301066002109
ALP-POS-c59291d4-2,9,7.329111943389939
ALP-POS-c59291d4-2,10,6.880539439060941
ALP-POS-c59291d4-3,1,7.40334472760573
ALP-POS-c59291d4-3,2,7.032116256909761
ALP-POS-c59291d4-3,3,7.1889217607947575
ALP-POS-c59291d4-3,4,7.403895752580746
ALP-POS-c59291d4-3,5,7.447139586968581
ALP-POS-c59291d4-3,6,7.3976880895770885
ALP-POS-c59291d4-3,7,6.8195386312021276
ALP-POS-c59291d4-3,8,7.124043551282048
ALP-POS-c59291d4-3,9,7.535141686868688
ALP-POS-c59291d4-3,10,7.136212974331228
ALP-POS-c59291d4-4,1,7.214320048090799
ALP-POS-c59291d4-4,2,7.3065732395937415
ALP-POS-c59291d4-4,3,7.238098363025862
ALP-POS-c59291d4-4,4,7.2700094719724735
ALP-POS-c59291d4-4,5,7.046104827672334
ALP-POS-c59291d4-4,6,7.147417347263852
ALP-POS-c59291d4-4,7,7.1644778467643455
ALP-POS-c59291d4-4,8,6.942902861360867
ALP-POS-c59291d4-4,9,7.258010269341772
ALP-POS-c59291d4-4,10,6.557856781274282
ALP-POS-c59291d4-5,1,6.252232768453768
ALP-POS-c59291d4-5,2,6.276090737651235
ALP-POS-c59291d4-5,3,6.336828949661451
ALP-POS-c59291d4-5,4,6.3007027746142725
ALP-POS-c59291d4-5,5,5.9188554988899975
ALP-POS-c59291d4-5,6,6.253471492063485
ALP-POS-c59291d4-5,7,6.01804973826173
ALP-POS-c59291d4-5,8,6.286744964368959
ALP-POS-c59291d4-5,9,5.768432386002885
ALP-POS-c59291d4-5,10,6.3919121893661925
ALP-POS-c59291d4-6,1,7.299033649739147
ALP-POS-c59291d4-6,2,7.458801091230665
ALP-POS-c59291d4-6,3,7.3673795997613505
ALP-POS-c59291d4-6,4,7.335344745493065
ALP-POS-c59291d4-6,5,6.8959488356643375
ALP-POS-c59291d4-6,6,6.953682161699412
ALP-POS-c59291d4-6,7,6.518910029276276
ALP-POS-c59291d4-6,8,7.193627800394053
ALP-POS-c59291d4-6,9,7.1413077148407185
ALP-POS-c59291d4-6,10,7.047536695831938
ALP-POS-d2866bdf-1,1,7.268612860334112
ALP-POS-d2866bdf-1,2,7.267355546786548
ALP-POS-d2866bdf-1,3,7.152447836940834
ALP-POS-d2866bdf-1,4,7.127768222222223
ALP-POS-d2866bdf-1,5,7.020416800199803
ALP-POS-d2866bdf-1,6,7.327838100926851
ALP-POS-d2866bdf-1,7,6.643854345931853
ALP-POS-d2866bdf-1,8,7.336218728660233
ALP-POS-d2866bdf-1,9,6.992089812742813
ALP-POS-d2866bdf-1,10,6.8970280796980825
ALV-UNI-7ff1a6f9-14,1,7.152493798701296
ALV-UNI-7ff1a6f9-14,2,6.6565692954822895
ALV-UNI-7ff1a6f9-14,3,7.084166764457767
