6.21261560578311,AAR-POS-5507155c-1_01
6.085017725219231,AAR-POS-5507155c-1_02
3.8541876856126325,AAR-POS-5507155c-1_03
5.723884450937951,AAR-POS-5507155c-1_04
6.241142323287824,AAR-POS-5507155c-1_05
5.4982396381396414,AAR-POS-5507155c-1_06
6.196064930735928,AAR-POS-5507155c-1_07
5.850609394161389,AAR-POS-5507155c-1_08
5.901766898656897,AAR-POS-5507155c-1_09
5.655422252136756,AAR-POS-5507155c-1_10
7.171619547008553,AAR-POS-8a4e0f60-1_01
7.110183205377949,AAR-POS-8a4e0f60-1_02
7.182275030663785,AAR-POS-8a4e0f60-1_03
7.248571283993786,AAR-POS-8a4e0f60-1_04
7.132822567044062,AAR-POS-8a4e0f60-1_05
7.034855928571426,AAR-POS-8a4e0f60-1_06
7.151640938616937,AAR-POS-8a4e0f60-1_07
7.144556709540456,AAR-POS-8a4e0f60-1_08
7.160630765817518,AAR-POS-8a4e0f60-1_09
6.986613302253302,AAR-POS-8a4e0f60-1_10
7.012323373959371,AAR-POS-8a4e0f60-10_01
7.066816549173043,AAR-POS-8a4e0f60-10_02
7.072199875180371,AAR-POS-8a4e0f60-10_03
6.995388179820183,AAR-POS-8a4e0f60-10_04
7.028569900266393,AAR-POS-8a4e0f60-10_05
6.993802445443446,AAR-POS-8a4e0f60-10_06
6.96249824975025,AAR-POS-8a4e0f60-10_07
7.0270367177267135,AAR-POS-8a4e0f60-10_08
7.1841002060162005,AAR-POS-8a4e0f60-10_09
6.94718150815851,AAR-POS-8a4e0f60-10_10
7.094789516428016,AAR-POS-8a4e0f60-2_01
7.138823838550341,AAR-POS-8a4e0f60-2_02
7.178475283910528,AAR-POS-8a4e0f60-2_03
7.009928793012537,AAR-POS-8a4e0f60-2_04
7.229722635642133,AAR-POS-8a4e0f60-2_05
7.1995668078865664,AAR-POS-8a4e0f60-2_06
7.200245576506825,AAR-POS-8a4e0f60-2_07
7.168043187340436,AAR-POS-8a4e0f60-2_08
7.12371261308137,AAR-POS-8a4e0f60-2_09
7.27412589288489,AAR-POS-8a4e0f60-2_10
7.2575802151182165,AAR-POS-8a4e0f60-4_01
7.186236784992784,AAR-POS-8a4e0f60-4_02
7.44175559350616,AAR-POS-8a4e0f60-4_03
6.916683730880235,AAR-POS-8a4e0f60-4_04
6.903298428293925,AAR-POS-8a4e0f60-4_05
7.142666079975581,AAR-POS-8a4e0f60-4_06
7.062950309856813,AAR-POS-8a4e0f60-4_07
7.0002983246753265,AAR-POS-8a4e0f60-4_08
7.133344990692316,AAR-POS-8a4e0f60-4_09
6.98318767243867,AAR-POS-8a4e0f60-4_10
6.798672293650791,AAR-POS-8a4e0f60-6_01
6.536883342213339,AAR-POS-8a4e0f60-6_02
7.527916602508603,AAR-POS-8a4e0f60-6_03
7.561744981240976,AAR-POS-8a4e0f60-6_04
7.301603066533137,AAR-POS-8a4e0f60-6_05
7.3977870509490495,AAR-POS-8a4e0f60-6_06
7.1214242704517625,AAR-POS-8a4e0f60-6_07
6.724218006438006,AAR-POS-8a4e0f60-6_08
7.247320712842707,AAR-POS-8a4e0f60-6_09
6.693992040015541,AAR-POS-8a4e0f60-6_10
