id,pose,plants
BAR-COM-4e090d3a-50,7,-68.0731
BAR-COM-4e090d3a-50,8,-67.03399999999999
BAR-COM-4e090d3a-50,9,-66.5451
BAR-COM-4e090d3a-50,10,-66.3672
DUN-NEW-f8ce3686-1,1,-81.8212
DUN-NEW-f8ce3686-1,2,-75.3957
DUN-NEW-f8ce3686-1,3,-75.2822
DUN-NEW-f8ce3686-1,4,-72.1698
DUN-NEW-f8ce3686-1,5,-71.7668
DUN-NEW-f8ce3686-1,6,-70.923
DUN-NEW-f8ce3686-1,7,-69.5403
DUN-NEW-f8ce3686-1,8,-68.2753
DUN-NEW-f8ce3686-1,9,-67.2119
DUN-NEW-f8ce3686-1,10,-66.785
RAI-NOV-2f6a9876-1,1,-84.8855
RAI-NOV-2f6a9876-1,2,-79.5106
RAI-NOV-2f6a9876-1,3,-78.8608
RAI-NOV-2f6a9876-1,4,-78.5238
RAI-NOV-2f6a9876-1,5,-78.3654
RAI-NOV-2f6a9876-1,6,-78.3391
RAI-NOV-2f6a9876-1,7,-76.21300000000001
RAI-NOV-2f6a9876-1,8,-75.4435
RAI-NOV-2f6a9876-1,9,-75.1747
RAI-NOV-2f6a9876-1,10,-74.3716
BAR-COM-4e090d3a-11,1,-90.9854
BAR-COM-4e090d3a-11,2,-89.7989
BAR-COM-4e090d3a-11,3,-88.3228
BAR-COM-4e090d3a-11,4,-84.1894
BAR-COM-4e090d3a-11,5,-82.98200000000001
BAR-COM-4e090d3a-11,6,-82.6079
BAR-COM-4e090d3a-11,7,-82.3702
BAR-COM-4e090d3a-11,8,-81.9442
BAR-COM-4e090d3a-11,9,-81.4784
BAR-COM-4e090d3a-11,10,-80.9257
TRY-UNI-714a760b-16,1,-68.5129
TRY-UNI-714a760b-16,2,-68.3467
TRY-UNI-714a760b-16,3,-65.832
TRY-UNI-714a760b-16,4,-65.4281
TRY-UNI-714a760b-16,5,-60.6112
TRY-UNI-714a760b-16,6,-60.315
TRY-UNI-714a760b-16,7,-60.0339
TRY-UNI-714a760b-16,8,-59.6258
TRY-UNI-714a760b-16,9,-59.6148
TRY-UNI-714a760b-16,10,-59.4008
ERI-UCB-5b47150d-6,1,-66.4458
ERI-UCB-5b47150d-6,2,-65.1302
ERI-UCB-5b47150d-6,3,-62.8353
ERI-UCB-5b47150d-6,4,-62.5152
ERI-UCB-5b47150d-6,5,-62.1729
ERI-UCB-5b47150d-6,6,-61.0311
ERI-UCB-5b47150d-6,7,-60.0537
ERI-UCB-5b47150d-6,8,-59.4199
ERI-UCB-5b47150d-6,9,-59.0916
ERI-UCB-5b47150d-6,10,-58.1242
AAR-POS-90191df4-1,1,-87.286
AAR-POS-90191df4-1,2,-80.6192
AAR-POS-90191df4-1,3,-80.2587
AAR-POS-90191df4-1,4,-77.695
AAR-POS-90191df4-1,5,-77.0166
AAR-POS-90191df4-1,6,-74.5536
AAR-POS-90191df4-1,7,-74.3218
AAR-POS-90191df4-1,8,-73.2791
AAR-POS-90191df4-1,9,-72.9007
AAR-POS-90191df4-1,10,-72.6068
BAR-COM-4e090d3a-31,1,-82.6523
BAR-COM-4e090d3a-31,2,-79.5043
BAR-COM-4e090d3a-31,3,-78.9436
BAR-COM-4e090d3a-31,4,-78.6311
BAR-COM-4e090d3a-31,5,-77.8866
BAR-COM-4e090d3a-31,6,-77.6669
BAR-COM-4e090d3a-31,7,-76.7511
BAR-COM-4e090d3a-31,8,-76.1178
BAR-COM-4e090d3a-31,9,-75.7954
BAR-COM-4e090d3a-31,10,-75.5043
ALE-HEI-f28a35b5-4,1,-65.7121
ALE-HEI-f28a35b5-4,2,-63.3872
ALE-HEI-f28a35b5-4,3,-59.6118
ALE-HEI-f28a35b5-4,4,-59.3909
ALE-HEI-f28a35b5-4,5,-57.798
ALE-HEI-f28a35b5-4,6,-57.1907
ALE-HEI-f28a35b5-4,7,-56.6709
ALE-HEI-f28a35b5-4,8,-56.5105
ALE-HEI-f28a35b5-4,9,-55.6929
ALE-HEI-f28a35b5-4,10,-55.3451
STE-KUL-2e0d2e88-2,1,-76.5579
STE-KUL-2e0d2e88-2,2,-72.9731
STE-KUL-2e0d2e88-2,3,-72.9172
STE-KUL-2e0d2e88-2,4,-71.212
STE-KUL-2e0d2e88-2,5,-69.7215
STE-KUL-2e0d2e88-2,6,-69.1689
STE-KUL-2e0d2e88-2,7,-66.6435
STE-KUL-2e0d2e88-2,8,-66.3627
STE-KUL-2e0d2e88-2,9,-65.8263
STE-KUL-2e0d2e88-2,10,-65.3261
MAT-POS-590ac91e-48,1,-75.2387
MAT-POS-590ac91e-48,2,-75.1087
MAT-POS-590ac91e-48,3,-74.3392
MAT-POS-590ac91e-48,4,-74.3102
MAT-POS-590ac91e-48,5,-73.6357
MAT-POS-590ac91e-48,6,-70.6526
MAT-POS-590ac91e-48,7,-69.2496
MAT-POS-590ac91e-48,8,-68.4575
MAT-POS-590ac91e-48,9,-67.8847
MAT-POS-590ac91e-48,10,-67.865
TRY-UNI-714a760b-3,1,-76.1786
TRY-UNI-714a760b-3,2,-73.3922
TRY-UNI-714a760b-3,3,-70.7052
TRY-UNI-714a760b-3,4,-69.9602
TRY-UNI-714a760b-3,5,-69.77199999999999
TRY-UNI-714a760b-3,6,-69.6073
TRY-UNI-714a760b-3,7,-69.1618
TRY-UNI-714a760b-3,8,-68.6147
TRY-UNI-714a760b-3,9,-68.1259
TRY-UNI-714a760b-3,10,-67.8241
LON-WEI-8f408cad-1,1,-74.9703
LON-WEI-8f408cad-1,2,-70.3957
LON-WEI-8f408cad-1,3,-70.3716
LON-WEI-8f408cad-1,4,-69.8601
LON-WEI-8f408cad-1,5,-69.6062
LON-WEI-8f408cad-1,6,-68.8847
LON-WEI-8f408cad-1,7,-68.2056
LON-WEI-8f408cad-1,8,-66.2719
LON-WEI-8f408cad-1,9,-65.4562
LON-WEI-8f408cad-1,10,-64.954
JAG-UCB-a3ef7265-9,1,-59.8198
JAG-UCB-a3ef7265-9,2,-56.5185
JAG-UCB-a3ef7265-9,3,-55.6654
JAG-UCB-a3ef7265-9,4,-54.3224
JAG-UCB-a3ef7265-9,5,-53.9821
JAG-UCB-a3ef7265-9,6,-52.8233
JAG-UCB-a3ef7265-9,7,-52.196000000000005
JAG-UCB-a3ef7265-9,8,-52.1923
JAG-UCB-a3ef7265-9,9,-51.9732
JAG-UCB-a3ef7265-9,10,-51.3654
MED-COV-4280ac29-25,1,-83.3988
MED-COV-4280ac29-25,2,-81.8604
MED-COV-4280ac29-25,3,-77.9196
MED-COV-4280ac29-25,4,-77.3979
MED-COV-4280ac29-25,5,-77.3739
MED-COV-4280ac29-25,6,-76.265
MED-COV-4280ac29-25,7,-75.7546
MED-COV-4280ac29-25,8,-75.6254
MED-COV-4280ac29-25,9,-73.5999
MED-COV-4280ac29-25,10,-73.0543
LON-WEI-adc59df6-37,1,-75.5535
LON-WEI-adc59df6-37,2,-72.8601
LON-WEI-adc59df6-37,3,-71.9787
LON-WEI-adc59df6-37,4,-71.3075
LON-WEI-adc59df6-37,5,-70.3732
LON-WEI-adc59df6-37,6,-70.2808
LON-WEI-adc59df6-37,7,-69.4704
LON-WEI-adc59df6-37,8,-69.2179
LON-WEI-adc59df6-37,9,-69.1123
LON-WEI-adc59df6-37,10,-66.4691
JAG-UCB-a3ef7265-22,1,-75.486
JAG-UCB-a3ef7265-22,2,-72.0334
JAG-UCB-a3ef7265-22,3,-71.7347
JAG-UCB-a3ef7265-22,4,-69.8175
JAG-UCB-a3ef7265-22,5,-69.5215
JAG-UCB-a3ef7265-22,6,-69.3065
JAG-UCB-a3ef7265-22,7,-68.3691
JAG-UCB-a3ef7265-22,8,-67.7507
JAG-UCB-a3ef7265-22,9,-67.6693
JAG-UCB-a3ef7265-22,10,-67.0695
LON-WEI-adc59df6-18,1,-78.7008
LON-WEI-adc59df6-18,2,-76.5527
LON-WEI-adc59df6-18,3,-76.4919
LON-WEI-adc59df6-18,4,-74.4704
LON-WEI-adc59df6-18,5,-72.9994
LON-WEI-adc59df6-18,6,-72.8713
LON-WEI-adc59df6-18,7,-72.8084
LON-WEI-adc59df6-18,8,-68.7149
LON-WEI-adc59df6-18,9,-68.4277
LON-WEI-adc59df6-18,10,-68.1074
BAR-COM-4e090d3a-23,1,-82.6073
BAR-COM-4e090d3a-23,2,-76.5406
BAR-COM-4e090d3a-23,3,-75.8382
BAR-COM-4e090d3a-23,4,-75.4079
BAR-COM-4e090d3a-23,5,-74.3643
BAR-COM-4e090d3a-23,6,-73.9736
BAR-COM-4e090d3a-23,7,-72.6443
BAR-COM-4e090d3a-23,8,-72.5996
BAR-COM-4e090d3a-23,9,-71.6531
BAR-COM-4e090d3a-23,10,-70.6092
MAT-POS-590ac91e-66,1,-78.2225
MAT-POS-590ac91e-66,2,-73.8433
MAT-POS-590ac91e-66,3,-70.9784
MAT-POS-590ac91e-66,4,-70.4951
MAT-POS-590ac91e-66,5,-68.4371
MAT-POS-590ac91e-66,6,-67.9365
MAT-POS-590ac91e-66,7,-67.1487
MAT-POS-590ac91e-66,8,-66.4442
MAT-POS-590ac91e-66,9,-65.9469
MAT-POS-590ac91e-66,10,-65.5895
MAR-UNI-c84db004-20,1,-85.7878
MAR-UNI-c84db004-20,2,-83.6346
MAR-UNI-c84db004-20,3,-82.9353
MAR-UNI-c84db004-20,4,-79.9988
MAR-UNI-c84db004-20,5,-79.8977
MAR-UNI-c84db004-20,6,-79.5862
MAR-UNI-c84db004-20,7,-79.1264
MAR-UNI-c84db004-20,8,-77.3449
MAR-UNI-c84db004-20,9,-77.2679
MAR-UNI-c84db004-20,10,-77.2285
MAT-POS-590ac91e-21,1,-69.6787
MAT-POS-590ac91e-21,2,-65.6378
MAT-POS-590ac91e-21,3,-63.2656
MAT-POS-590ac91e-21,4,-60.5996
MAT-POS-590ac91e-21,5,-59.9558
MAT-POS-590ac91e-21,6,-59.489
MAT-POS-590ac91e-21,7,-59.2412
MAT-POS-590ac91e-21,8,-58.2514
MAT-POS-590ac91e-21,9,-58.1409
MAT-POS-590ac91e-21,10,-57.8678
LON-WEI-8f408cad-9,1,-67.5655
LON-WEI-8f408cad-9,2,-67.1845
LON-WEI-8f408cad-9,3,-66.9114
LON-WEI-8f408cad-9,4,-66.1855
LON-WEI-8f408cad-9,5,-65.9412
LON-WEI-8f408cad-9,6,-65.259
LON-WEI-8f408cad-9,7,-64.4871
LON-WEI-8f408cad-9,8,-63.8825
LON-WEI-8f408cad-9,9,-62.68899999999999
LON-WEI-8f408cad-9,10,-61.5802
LON-WEI-adc59df6-17,1,-83.0442
LON-WEI-adc59df6-17,2,-80.2827
LON-WEI-adc59df6-17,3,-79.0087
LON-WEI-adc59df6-17,4,-78.9475
LON-WEI-adc59df6-17,5,-77.1213
LON-WEI-adc59df6-17,6,-75.6572
LON-WEI-adc59df6-17,7,-75.6069
LON-WEI-adc59df6-17,8,-73.46300000000001
LON-WEI-adc59df6-17,9,-72.8408
LON-WEI-adc59df6-17,10,-72.0599
JOH-UNI-c7afdb96-3,1,-74.0594
JOH-UNI-c7afdb96-3,2,-69.4609
JOH-UNI-c7afdb96-3,3,-69.3573
JOH-UNI-c7afdb96-3,4,-68.6466
JOH-UNI-c7afdb96-3,5,-68.5939
JOH-UNI-c7afdb96-3,6,-67.9935
JOH-UNI-c7afdb96-3,7,-67.7102
JOH-UNI-c7afdb96-3,8,-67.6191
JOH-UNI-c7afdb96-3,9,-67.1027
JOH-UNI-c7afdb96-3,10,-66.1846
BAR-COM-0f94fc3d-53,1,-77.4309
BAR-COM-0f94fc3d-53,2,-73.5968
BAR-COM-0f94fc3d-53,3,-73.0591
BAR-COM-0f94fc3d-53,4,-72.7983
BAR-COM-0f94fc3d-53,5,-72.1211
BAR-COM-0f94fc3d-53,6,-71.5228
BAR-COM-0f94fc3d-53,7,-71.4656
BAR-COM-0f94fc3d-53,8,-70.3406
BAR-COM-0f94fc3d-53,9,-69.2139
BAR-COM-0f94fc3d-53,10,-69.0042
MAT-POS-590ac91e-43,1,-73.039
MAT-POS-590ac91e-43,2,-70.7965
MAT-POS-590ac91e-43,3,-70.4757
MAT-POS-590ac91e-43,4,-69.7803
MAT-POS-590ac91e-43,5,-67.4656
MAT-POS-590ac91e-43,6,-66.2991
MAT-POS-590ac91e-43,7,-64.9833
MAT-POS-590ac91e-43,8,-63.8754
MAT-POS-590ac91e-43,9,-63.321999999999996
MAT-POS-590ac91e-43,10,-63.1851
ALE-HEI-f28a35b5-1,1,-47.9057
ALE-HEI-f28a35b5-1,2,-47.5479
ALE-HEI-f28a35b5-1,3,-44.6826
ALE-HEI-f28a35b5-1,4,-44.2452
ALE-HEI-f28a35b5-1,5,-44.1381
ALE-HEI-f28a35b5-1,6,-44.1124
ALE-HEI-f28a35b5-1,7,-43.8147
ALE-HEI-f28a35b5-1,8,-43.7924
ALE-HEI-f28a35b5-1,9,-43.4329
ALE-HEI-f28a35b5-1,10,-43.3535
MAK-UNK-af83ef51-1,1,-79.4066
MAK-UNK-af83ef51-1,2,-79.3931
MAK-UNK-af83ef51-1,3,-72.7681
MAK-UNK-af83ef51-1,4,-71.9589
MAK-UNK-af83ef51-1,5,-71.6952
MAK-UNK-af83ef51-1,6,-71.3306
MAK-UNK-af83ef51-1,7,-71.0739
MAK-UNK-af83ef51-1,8,-70.9451
MAK-UNK-af83ef51-1,9,-70.3817
MAK-UNK-af83ef51-1,10,-69.3833
LOR-NEU-c8f11034-7,1,-68.8116
LOR-NEU-c8f11034-7,2,-64.5019
LOR-NEU-c8f11034-7,3,-64.3785
LOR-NEU-c8f11034-7,4,-64.0205
LOR-NEU-c8f11034-7,5,-63.8132
LOR-NEU-c8f11034-7,6,-63.7835
LOR-NEU-c8f11034-7,7,-63.0918
LOR-NEU-c8f11034-7,8,-62.5822
LOR-NEU-c8f11034-7,9,-59.5255
LOR-NEU-c8f11034-7,10,-59.5158
DAN-LON-a5fc619e-3,1,-81.1983
DAN-LON-a5fc619e-3,2,-80.8366
DAN-LON-a5fc619e-3,3,-79.7242
DAN-LON-a5fc619e-3,4,-77.694
DAN-LON-a5fc619e-3,5,-76.2789
DAN-LON-a5fc619e-3,6,-75.81
DAN-LON-a5fc619e-3,7,-75.1274
DAN-LON-a5fc619e-3,8,-74.6819
DAN-LON-a5fc619e-3,9,-74.4456
DAN-LON-a5fc619e-3,10,-73.336
ERI-BAS-962ecb40-1,1,-89.7749
ERI-BAS-962ecb40-1,2,-89.1926
ERI-BAS-962ecb40-1,3,-88.9217
ERI-BAS-962ecb40-1,4,-84.4272
ERI-BAS-962ecb40-1,5,-84.0687
ERI-BAS-962ecb40-1,6,-83.7257
ERI-BAS-962ecb40-1,7,-83.2752
ERI-BAS-962ecb40-1,8,-82.6201
ERI-BAS-962ecb40-1,9,-82.5487
ERI-BAS-962ecb40-1,10,-81.9286
LON-WEI-adc59df6-14,1,-81.0176
LON-WEI-adc59df6-14,2,-80.7075
LON-WEI-adc59df6-14,3,-77.8999
LON-WEI-adc59df6-14,4,-73.1027
LON-WEI-adc59df6-14,5,-72.36
LON-WEI-adc59df6-14,6,-72.0835
LON-WEI-adc59df6-14,7,-71.5367
LON-WEI-adc59df6-14,8,-69.994
LON-WEI-adc59df6-14,9,-69.5097
LON-WEI-adc59df6-14,10,-68.22399999999999
MAK-UNK-6435e6c2-1,1,-66.6747
MAK-UNK-6435e6c2-1,2,-58.6825
MAK-UNK-6435e6c2-1,3,-58.419
MAK-UNK-6435e6c2-1,4,-57.832
MAK-UNK-6435e6c2-1,5,-57.2727
MAK-UNK-6435e6c2-1,6,-56.011
MAK-UNK-6435e6c2-1,7,-55.7555
MAK-UNK-6435e6c2-1,8,-55.5441
MAK-UNK-6435e6c2-1,9,-55.5441
MAK-UNK-6435e6c2-1,10,-54.8654
GIA-UNK-3f36037a-2,1,-70.6302
GIA-UNK-3f36037a-2,2,-66.7914
GIA-UNK-3f36037a-2,3,-66.2889
GIA-UNK-3f36037a-2,4,-66.0576
GIA-UNK-3f36037a-2,5,-65.78699999999999
GIA-UNK-3f36037a-2,6,-65.5754
GIA-UNK-3f36037a-2,7,-65.3091
GIA-UNK-3f36037a-2,8,-65.0862
GIA-UNK-3f36037a-2,9,-65.0046
GIA-UNK-3f36037a-2,10,-63.864
BRU-THA-a358fbdd-2,1,-76.315
BRU-THA-a358fbdd-2,2,-70.8583
BRU-THA-a358fbdd-2,3,-69.8663
BRU-THA-a358fbdd-2,4,-68.7374
BRU-THA-a358fbdd-2,5,-68.4714
BRU-THA-a358fbdd-2,6,-67.9242
BRU-THA-a358fbdd-2,7,-66.7987
BRU-THA-a358fbdd-2,8,-66.7981
BRU-THA-a358fbdd-2,9,-66.5057
BRU-THA-a358fbdd-2,10,-65.5004
ALV-UNI-7ff1a6f9-45,1,-79.4024
ALV-UNI-7ff1a6f9-45,2,-76.1088
ALV-UNI-7ff1a6f9-45,3,-75.0164
ALV-UNI-7ff1a6f9-45,4,-74.3555
ALV-UNI-7ff1a6f9-45,5,-74.1195
ALV-UNI-7ff1a6f9-45,6,-74.0428
ALV-UNI-7ff1a6f9-45,7,-74.0415
ALV-UNI-7ff1a6f9-45,8,-73.9337
ALV-UNI-7ff1a6f9-45,9,-72.9066
ALV-UNI-7ff1a6f9-45,10,-72.8503
WAR-XCH-72a8c209-5,1,-89.2651
WAR-XCH-72a8c209-5,2,-86.09899999999999
WAR-XCH-72a8c209-5,3,-84.1983
WAR-XCH-72a8c209-5,4,-81.9433
WAR-XCH-72a8c209-5,5,-81.5409
WAR-XCH-72a8c209-5,6,-79.0514
WAR-XCH-72a8c209-5,7,-78.7839
WAR-XCH-72a8c209-5,8,-77.0064
WAR-XCH-72a8c209-5,9,-76.4167
WAR-XCH-72a8c209-5,10,-76.1538
LOR-NEU-c8f11034-4,1,-59.3432
LOR-NEU-c8f11034-4,2,-56.8936
LOR-NEU-c8f11034-4,3,-56.593999999999994
LOR-NEU-c8f11034-4,4,-55.4208
LOR-NEU-c8f11034-4,5,-54.0609
LOR-NEU-c8f11034-4,6,-53.9525
LOR-NEU-c8f11034-4,7,-53.3557
LOR-NEU-c8f11034-4,8,-53.2715
LOR-NEU-c8f11034-4,9,-53.1116
LOR-NEU-c8f11034-4,10,-52.9534
JOH-UNI-c7afdb96-16,1,-76.7539
JOH-UNI-c7afdb96-16,2,-73.4153
JOH-UNI-c7afdb96-16,3,-71.5627
JOH-UNI-c7afdb96-16,4,-69.0864
JOH-UNI-c7afdb96-16,5,-67.0627
JOH-UNI-c7afdb96-16,6,-66.5657
JOH-UNI-c7afdb96-16,7,-66.0287
JOH-UNI-c7afdb96-16,8,-64.9969
JOH-UNI-c7afdb96-16,9,-64.8917
JOH-UNI-c7afdb96-16,10,-64.0445
LON-WEI-b8d98729-7,1,-66.1411
LON-WEI-b8d98729-7,2,-64.6009
LON-WEI-b8d98729-7,3,-58.9416
LON-WEI-b8d98729-7,4,-58.7418
LON-WEI-b8d98729-7,5,-57.5597
LON-WEI-b8d98729-7,6,-56.3684
LON-WEI-b8d98729-7,7,-55.4764
LON-WEI-b8d98729-7,8,-55.1462
LON-WEI-b8d98729-7,9,-54.9156
LON-WEI-b8d98729-7,10,-54.7499
LON-WEI-d1c9908a-9,1,-84.7813
LON-WEI-d1c9908a-9,2,-77.6341
LON-WEI-d1c9908a-9,3,-77.6192
LON-WEI-d1c9908a-9,4,-75.9476
LON-WEI-d1c9908a-9,5,-75.3559
LON-WEI-d1c9908a-9,6,-74.6009
LON-WEI-d1c9908a-9,7,-74.5313
LON-WEI-d1c9908a-9,8,-72.3573
LON-WEI-d1c9908a-9,9,-69.74600000000001
LON-WEI-d1c9908a-9,10,-68.6563
LON-WEI-b8d98729-18,1,-89.6809
LON-WEI-b8d98729-18,2,-89.4935
LON-WEI-b8d98729-18,3,-88.1436
LON-WEI-b8d98729-18,4,-83.5181
LON-WEI-b8d98729-18,5,-79.9019
LON-WEI-b8d98729-18,6,-79.5854
LON-WEI-b8d98729-18,7,-77.9632
LON-WEI-b8d98729-18,8,-76.4054
LON-WEI-b8d98729-18,9,-75.8544
LON-WEI-b8d98729-18,10,-75.5872
MAT-POS-590ac91e-69,1,-80.8889
MAT-POS-590ac91e-69,2,-73.7104
MAT-POS-590ac91e-69,3,-72.5738
MAT-POS-590ac91e-69,4,-71.5687
MAT-POS-590ac91e-69,5,-71.3662
MAT-POS-590ac91e-69,6,-70.8312
MAT-POS-590ac91e-69,7,-68.9955
MAT-POS-590ac91e-69,8,-67.562
MAT-POS-590ac91e-69,9,-67.449
MAT-POS-590ac91e-69,10,-67.3824
ALE-HEI-f28a35b5-5,1,-66.7912
ALE-HEI-f28a35b5-5,2,-61.6432
ALE-HEI-f28a35b5-5,3,-60.8506
ALE-HEI-f28a35b5-5,4,-59.8017
ALE-HEI-f28a35b5-5,5,-59.5298
ALE-HEI-f28a35b5-5,6,-59.0528
ALE-HEI-f28a35b5-5,7,-58.8785
ALE-HEI-f28a35b5-5,8,-57.8383
ALE-HEI-f28a35b5-5,9,-56.9031
ALE-HEI-f28a35b5-5,10,-56.7393
NEH-REV-107bcf72-5,1,-75.032
NEH-REV-107bcf72-5,2,-74.6438
NEH-REV-107bcf72-5,3,-69.9049
NEH-REV-107bcf72-5,4,-69.169
NEH-REV-107bcf72-5,5,-67.4797
NEH-REV-107bcf72-5,6,-66.8344
NEH-REV-107bcf72-5,7,-66.3343
NEH-REV-107bcf72-5,8,-65.7737
NEH-REV-107bcf72-5,9,-65.6269
NEH-REV-107bcf72-5,10,-64.5406
MAT-POS-ee51dedd-2,1,-66.3923
MAT-POS-ee51dedd-2,2,-64.4312
MAT-POS-ee51dedd-2,3,-61.5469
MAT-POS-ee51dedd-2,4,-60.2886
MAT-POS-ee51dedd-2,5,-59.6516
MAT-POS-ee51dedd-2,6,-58.3132
MAT-POS-ee51dedd-2,7,-57.9324
MAT-POS-ee51dedd-2,8,-57.196000000000005
MAT-POS-ee51dedd-2,9,-56.6872
MAT-POS-ee51dedd-2,10,-56.4415
LON-WEI-adc59df6-10,1,-80.7596
LON-WEI-adc59df6-10,2,-76.97399999999999
LON-WEI-adc59df6-10,3,-75.8499
LON-WEI-adc59df6-10,4,-75.7586
LON-WEI-adc59df6-10,5,-73.2996
LON-WEI-adc59df6-10,6,-72.9556
LON-WEI-adc59df6-10,7,-72.4291
LON-WEI-adc59df6-10,8,-68.8996
LON-WEI-adc59df6-10,9,-68.608
LON-WEI-adc59df6-10,10,-68.4707
MAK-UNK-10572812-16,1,-98.2832
MAK-UNK-10572812-16,2,-95.2089
MAK-UNK-10572812-16,3,-90.8059
MAK-UNK-10572812-16,4,-90.462
MAK-UNK-10572812-16,5,-89.5041
MAK-UNK-10572812-16,6,-87.5924
MAK-UNK-10572812-16,7,-87.2576
MAK-UNK-10572812-16,8,-86.4254
MAK-UNK-10572812-16,9,-86.1258
MAK-UNK-10572812-16,10,-85.9853
WAR-XCH-b72a1bbc-11,1,-69.1691
WAR-XCH-b72a1bbc-11,2,-68.4067
WAR-XCH-b72a1bbc-11,3,-65.5756
WAR-XCH-b72a1bbc-11,4,-65.1409
WAR-XCH-b72a1bbc-11,5,-64.4626
WAR-XCH-b72a1bbc-11,6,-63.1387
WAR-XCH-b72a1bbc-11,7,-61.8391
WAR-XCH-b72a1bbc-11,8,-61.3968
WAR-XCH-b72a1bbc-11,9,-60.1665
WAR-XCH-b72a1bbc-11,10,-59.7707
TAM-UNI-d1c3dd9f-5,1,-79.9516
TAM-UNI-d1c3dd9f-5,2,-78.0582
TAM-UNI-d1c3dd9f-5,3,-76.9182
TAM-UNI-d1c3dd9f-5,4,-74.5806
TAM-UNI-d1c3dd9f-5,5,-73.1266
TAM-UNI-d1c3dd9f-5,6,-72.4468
TAM-UNI-d1c3dd9f-5,7,-71.3426
TAM-UNI-d1c3dd9f-5,8,-70.7294
TAM-UNI-d1c3dd9f-5,9,-70.3687
TAM-UNI-d1c3dd9f-5,10,-70.2463
MAT-POS-590ac91e-13,1,-62.0835
MAT-POS-590ac91e-13,2,-61.6996
MAT-POS-590ac91e-13,3,-60.8553
MAT-POS-590ac91e-13,4,-60.8515
MAT-POS-590ac91e-13,5,-60.8256
MAT-POS-590ac91e-13,6,-60.4416
MAT-POS-590ac91e-13,7,-59.7324
MAT-POS-590ac91e-13,8,-59.2932
MAT-POS-590ac91e-13,9,-58.6302
MAT-POS-590ac91e-13,10,-58.3403
NAU-LAT-8502cac5-1,1,-80.6445
NAU-LAT-8502cac5-1,2,-74.8367
NAU-LAT-8502cac5-1,3,-74.7223
NAU-LAT-8502cac5-1,4,-72.456
NAU-LAT-8502cac5-1,5,-72.268
NAU-LAT-8502cac5-1,6,-69.7226
NAU-LAT-8502cac5-1,7,-68.9595
NAU-LAT-8502cac5-1,8,-68.6908
NAU-LAT-8502cac5-1,9,-68.4759
NAU-LAT-8502cac5-1,10,-68.4378
FRA-BIO-8bf1eac9-6,1,-81.7536
FRA-BIO-8bf1eac9-6,2,-80.9171
FRA-BIO-8bf1eac9-6,3,-80.1709
FRA-BIO-8bf1eac9-6,4,-79.1631
FRA-BIO-8bf1eac9-6,5,-77.6995
FRA-BIO-8bf1eac9-6,6,-76.9994
FRA-BIO-8bf1eac9-6,7,-76.3499
FRA-BIO-8bf1eac9-6,8,-75.1305
FRA-BIO-8bf1eac9-6,9,-74.971
FRA-BIO-8bf1eac9-6,10,-74.8867
BEN-DND-7e92b6ca-10,1,-82.50299999999999
BEN-DND-7e92b6ca-10,2,-80.8379
BEN-DND-7e92b6ca-10,3,-73.2355
BEN-DND-7e92b6ca-10,4,-71.325
BEN-DND-7e92b6ca-10,5,-69.7289
BEN-DND-7e92b6ca-10,6,-69.0398
BEN-DND-7e92b6ca-10,7,-68.437
BEN-DND-7e92b6ca-10,8,-68.2496
BEN-DND-7e92b6ca-10,9,-68.217
BEN-DND-7e92b6ca-10,10,-67.8699
JOH-UNI-c7afdb96-13,1,-73.3815
JOH-UNI-c7afdb96-13,2,-70.6523
JOH-UNI-c7afdb96-13,3,-70.0841
JOH-UNI-c7afdb96-13,4,-69.5201
JOH-UNI-c7afdb96-13,5,-68.7673
JOH-UNI-c7afdb96-13,6,-67.4289
JOH-UNI-c7afdb96-13,7,-66.0077
JOH-UNI-c7afdb96-13,8,-65.8835
JOH-UNI-c7afdb96-13,9,-65.7053
JOH-UNI-c7afdb96-13,10,-65.5247
MAT-POS-590ac91e-38,1,-78.7388
MAT-POS-590ac91e-38,2,-78.554
MAT-POS-590ac91e-38,3,-76.3889
MAT-POS-590ac91e-38,4,-76.1153
MAT-POS-590ac91e-38,5,-75.8837
MAT-POS-590ac91e-38,6,-75.1672
MAT-POS-590ac91e-38,7,-72.9492
MAT-POS-590ac91e-38,8,-72.3756
MAT-POS-590ac91e-38,9,-71.9979
MAT-POS-590ac91e-38,10,-71.403
LON-WEI-b8d98729-31,1,-76.9541
LON-WEI-b8d98729-31,2,-75.1972
LON-WEI-b8d98729-31,3,-71.0664
LON-WEI-b8d98729-31,4,-67.0015
LON-WEI-b8d98729-31,5,-66.9008
LON-WEI-b8d98729-31,6,-66.0795
LON-WEI-b8d98729-31,7,-65.7721
LON-WEI-b8d98729-31,8,-64.9034
LON-WEI-b8d98729-31,9,-64.3147
LON-WEI-b8d98729-31,10,-64.2636
BRU-LEF-c49414a7-1,1,-76.1108
BRU-LEF-c49414a7-1,2,-73.8772
BRU-LEF-c49414a7-1,3,-73.2006
BRU-LEF-c49414a7-1,4,-70.34100000000001
BRU-LEF-c49414a7-1,5,-70.161
BRU-LEF-c49414a7-1,6,-68.6973
BRU-LEF-c49414a7-1,7,-68.2518
BRU-LEF-c49414a7-1,8,-67.1498
BRU-LEF-c49414a7-1,9,-67.0689
