id,pose,plants
RAI-NOV-2f6a9876-5,3,-77.3062
RAI-NOV-2f6a9876-5,4,-77.2505
RAI-NOV-2f6a9876-5,5,-75.6831
RAI-NOV-2f6a9876-5,6,-74.0392
RAI-NOV-2f6a9876-5,7,-73.6653
RAI-NOV-2f6a9876-5,8,-72.2663
RAI-NOV-2f6a9876-5,9,-71.9058
RAI-NOV-2f6a9876-5,10,-71.808
FRA-BIO-8bf1eac9-1,1,-72.3216
FRA-BIO-8bf1eac9-1,2,-70.9072
FRA-BIO-8bf1eac9-1,3,-67.8353
FRA-BIO-8bf1eac9-1,4,-66.0595
FRA-BIO-8bf1eac9-1,5,-65.1288
FRA-BIO-8bf1eac9-1,6,-65.0479
FRA-BIO-8bf1eac9-1,7,-64.77
FRA-BIO-8bf1eac9-1,8,-63.9855
FRA-BIO-8bf1eac9-1,9,-63.3138
FRA-BIO-8bf1eac9-1,10,-62.3227
AAR-POS-5507155c-1,1,-60.6097
AAR-POS-5507155c-1,2,-58.2021
AAR-POS-5507155c-1,3,-56.4366
AAR-POS-5507155c-1,4,-55.7258
AAR-POS-5507155c-1,5,-55.6534
AAR-POS-5507155c-1,6,-54.701
AAR-POS-5507155c-1,7,-53.9444
AAR-POS-5507155c-1,8,-53.6568
AAR-POS-5507155c-1,9,-53.5321
AAR-POS-5507155c-1,10,-53.4697
GIA-UNK-d2defdc3-1,1,-81.0106
GIA-UNK-d2defdc3-1,2,-80.0891
GIA-UNK-d2defdc3-1,3,-76.0036
GIA-UNK-d2defdc3-1,4,-75.0369
GIA-UNK-d2defdc3-1,5,-74.9641
GIA-UNK-d2defdc3-1,6,-74.3827
GIA-UNK-d2defdc3-1,7,-73.2215
GIA-UNK-d2defdc3-1,8,-72.3012
GIA-UNK-d2defdc3-1,9,-71.9798
GIA-UNK-d2defdc3-1,10,-71.7947
LOR-NOR-30067bb9-2,1,-79.1245
LOR-NOR-30067bb9-2,2,-78.3312
LOR-NOR-30067bb9-2,3,-76.7724
LOR-NOR-30067bb9-2,4,-75.5148
LOR-NOR-30067bb9-2,5,-75.0578
LOR-NOR-30067bb9-2,6,-75.056
LOR-NOR-30067bb9-2,7,-74.8813
LOR-NOR-30067bb9-2,8,-74.5865
LOR-NOR-30067bb9-2,9,-74.1068
LOR-NOR-30067bb9-2,10,-73.1599
BAR-COM-0f94fc3d-25,1,-67.0471
BAR-COM-0f94fc3d-25,2,-62.0271
BAR-COM-0f94fc3d-25,3,-61.6571
BAR-COM-0f94fc3d-25,4,-59.3079
BAR-COM-0f94fc3d-25,5,-58.4568
BAR-COM-0f94fc3d-25,6,-58.3257
BAR-COM-0f94fc3d-25,7,-57.2446
BAR-COM-0f94fc3d-25,8,-57.1978
BAR-COM-0f94fc3d-25,9,-56.8144
BAR-COM-0f94fc3d-25,10,-56.5981
EDJ-MED-e58735b6-3,1,-72.2214
EDJ-MED-e58735b6-3,2,-65.6428
EDJ-MED-e58735b6-3,3,-65.209
EDJ-MED-e58735b6-3,4,-63.5703
EDJ-MED-e58735b6-3,5,-62.763000000000005
EDJ-MED-e58735b6-3,6,-62.122
EDJ-MED-e58735b6-3,7,-61.8288
EDJ-MED-e58735b6-3,8,-61.3838
EDJ-MED-e58735b6-3,9,-60.9654
EDJ-MED-e58735b6-3,10,-60.7917
WAR-XCH-72a8c209-9,1,-86.2064
WAR-XCH-72a8c209-9,2,-82.103
WAR-XCH-72a8c209-9,3,-81.44
WAR-XCH-72a8c209-9,4,-80.5354
WAR-XCH-72a8c209-9,5,-78.6816
WAR-XCH-72a8c209-9,6,-78.5603
WAR-XCH-72a8c209-9,7,-78.197
WAR-XCH-72a8c209-9,8,-78.1102
WAR-XCH-72a8c209-9,9,-76.786
WAR-XCH-72a8c209-9,10,-76.4259
BAR-COM-0f94fc3d-41,1,-77.4927
BAR-COM-0f94fc3d-41,2,-71.1087
BAR-COM-0f94fc3d-41,3,-70.8825
BAR-COM-0f94fc3d-41,4,-70.6172
BAR-COM-0f94fc3d-41,5,-68.2693
BAR-COM-0f94fc3d-41,6,-68.0952
BAR-COM-0f94fc3d-41,7,-68.0073
BAR-COM-0f94fc3d-41,8,-67.8592
BAR-COM-0f94fc3d-41,9,-67.604
BAR-COM-0f94fc3d-41,10,-67.3797
NAU-LAT-8502cac5-2,1,-71.7417
NAU-LAT-8502cac5-2,2,-69.8154
NAU-LAT-8502cac5-2,3,-64.9954
NAU-LAT-8502cac5-2,4,-64.8764
NAU-LAT-8502cac5-2,5,-62.3368
NAU-LAT-8502cac5-2,6,-61.6627
NAU-LAT-8502cac5-2,7,-61.5992
NAU-LAT-8502cac5-2,8,-61.2332
NAU-LAT-8502cac5-2,9,-60.7069
NAU-LAT-8502cac5-2,10,-60.1794
MAT-POS-590ac91e-49,1,-77.1269
MAT-POS-590ac91e-49,2,-73.3234
MAT-POS-590ac91e-49,3,-71.5495
MAT-POS-590ac91e-49,4,-70.7759
MAT-POS-590ac91e-49,5,-68.6792
MAT-POS-590ac91e-49,6,-68.4831
MAT-POS-590ac91e-49,7,-67.9613
MAT-POS-590ac91e-49,8,-67.4152
MAT-POS-590ac91e-49,9,-66.4277
MAT-POS-590ac91e-49,10,-66.3081
EDJ-MED-49816e9b-3,1,-63.3382
EDJ-MED-49816e9b-3,2,-62.4796
EDJ-MED-49816e9b-3,3,-60.9014
EDJ-MED-49816e9b-3,4,-58.7782
EDJ-MED-49816e9b-3,5,-56.802
EDJ-MED-49816e9b-3,6,-55.2466
EDJ-MED-49816e9b-3,7,-54.6472
EDJ-MED-49816e9b-3,8,-54.083999999999996
EDJ-MED-49816e9b-3,9,-53.7989
EDJ-MED-49816e9b-3,10,-53.7925
LOR-NOR-30067bb9-5,1,-77.9002
LOR-NOR-30067bb9-5,2,-75.2161
LOR-NOR-30067bb9-5,3,-74.4108
LOR-NOR-30067bb9-5,4,-73.6033
LOR-NOR-30067bb9-5,5,-73.0202
LOR-NOR-30067bb9-5,6,-72.4696
LOR-NOR-30067bb9-5,7,-72.4139
LOR-NOR-30067bb9-5,8,-71.634
LOR-NOR-30067bb9-5,9,-70.7163
LOR-NOR-30067bb9-5,10,-70.5249
JAN-GHE-5a013bed-4,1,-65.8049
JAN-GHE-5a013bed-4,2,-59.7412
JAN-GHE-5a013bed-4,3,-59.6955
JAN-GHE-5a013bed-4,4,-58.7275
JAN-GHE-5a013bed-4,5,-56.7274
JAN-GHE-5a013bed-4,6,-55.6798
JAN-GHE-5a013bed-4,7,-55.6694
JAN-GHE-5a013bed-4,8,-54.9386
JAN-GHE-5a013bed-4,9,-54.6276
JAN-GHE-5a013bed-4,10,-54.375
NAU-LAT-8502cac5-9,1,-73.9436
NAU-LAT-8502cac5-9,2,-70.9946
NAU-LAT-8502cac5-9,3,-70.7679
NAU-LAT-8502cac5-9,4,-70.5036
NAU-LAT-8502cac5-9,5,-69.8022
NAU-LAT-8502cac5-9,6,-68.5626
NAU-LAT-8502cac5-9,7,-68.4071
NAU-LAT-8502cac5-9,8,-68.1012
NAU-LAT-8502cac5-9,9,-66.8361
NAU-LAT-8502cac5-9,10,-65.4651
MAT-POS-590ac91e-33,1,-80.262
MAT-POS-590ac91e-33,2,-79.4655
MAT-POS-590ac91e-33,3,-75.9909
MAT-POS-590ac91e-33,4,-75.5958
MAT-POS-590ac91e-33,5,-74.3958
MAT-POS-590ac91e-33,6,-72.9507
MAT-POS-590ac91e-33,7,-72.4935
MAT-POS-590ac91e-33,8,-71.839
MAT-POS-590ac91e-33,9,-70.6021
MAT-POS-590ac91e-33,10,-70.5455
BEN-DND-93268d01-7,1,-71.2351
BEN-DND-93268d01-7,2,-71.2228
BEN-DND-93268d01-7,3,-70.4797
BEN-DND-93268d01-7,4,-69.957
BEN-DND-93268d01-7,5,-69.3204
BEN-DND-93268d01-7,6,-66.5388
BEN-DND-93268d01-7,7,-66.2677
BEN-DND-93268d01-7,8,-65.9551
BEN-DND-93268d01-7,9,-65.4914
BEN-DND-93268d01-7,10,-65.305
MAT-POS-590ac91e-11,1,-65.1105
MAT-POS-590ac91e-11,2,-62.2258
MAT-POS-590ac91e-11,3,-60.468
MAT-POS-590ac91e-11,4,-59.9597
MAT-POS-590ac91e-11,5,-59.9116
MAT-POS-590ac91e-11,6,-59.2941
MAT-POS-590ac91e-11,7,-58.368
MAT-POS-590ac91e-11,8,-57.8681
MAT-POS-590ac91e-11,9,-57.6854
MAT-POS-590ac91e-11,10,-57.3451
JOH-UNI-c7afdb96-6,1,-75.7034
JOH-UNI-c7afdb96-6,2,-74.7232
JOH-UNI-c7afdb96-6,3,-71.5907
JOH-UNI-c7afdb96-6,4,-71.5104
JOH-UNI-c7afdb96-6,5,-70.5646
JOH-UNI-c7afdb96-6,6,-67.7457
JOH-UNI-c7afdb96-6,7,-67.314
JOH-UNI-c7afdb96-6,8,-67.0036
JOH-UNI-c7afdb96-6,9,-66.1902
JOH-UNI-c7afdb96-6,10,-65.435
CHR-SOS-363cfb78-2,1,-55.1733
CHR-SOS-363cfb78-2,2,-54.2237
CHR-SOS-363cfb78-2,3,-52.39
CHR-SOS-363cfb78-2,4,-50.8609
CHR-SOS-363cfb78-2,5,-50.6074
CHR-SOS-363cfb78-2,6,-50.4824
CHR-SOS-363cfb78-2,7,-50.1995
CHR-SOS-363cfb78-2,8,-50.1965
CHR-SOS-363cfb78-2,9,-50.1461
CHR-SOS-363cfb78-2,10,-50.0052
BAR-COM-4e090d3a-29,1,-87.3564
BAR-COM-4e090d3a-29,2,-86.0997
BAR-COM-4e090d3a-29,3,-85.9372
BAR-COM-4e090d3a-29,4,-83.36399999999999
BAR-COM-4e090d3a-29,5,-82.4702
BAR-COM-4e090d3a-29,6,-81.8442
BAR-COM-4e090d3a-29,7,-81.8268
BAR-COM-4e090d3a-29,8,-80.5761
BAR-COM-4e090d3a-29,9,-78.8179
BAR-COM-4e090d3a-29,10,-78.363
BAR-COM-4e090d3a-19,1,-103.331
BAR-COM-4e090d3a-19,2,-95.1132
BAR-COM-4e090d3a-19,3,-94.9842
BAR-COM-4e090d3a-19,4,-93.9796
BAR-COM-4e090d3a-19,5,-93.2987
BAR-COM-4e090d3a-19,6,-87.5962
BAR-COM-4e090d3a-19,7,-87.2775
BAR-COM-4e090d3a-19,8,-86.9975
BAR-COM-4e090d3a-19,9,-86.6105
BAR-COM-4e090d3a-19,10,-86.141
LON-WEI-adc59df6-41,1,-90.9144
LON-WEI-adc59df6-41,2,-87.3923
LON-WEI-adc59df6-41,3,-85.5452
LON-WEI-adc59df6-41,4,-80.9962
LON-WEI-adc59df6-41,5,-79.5507
LON-WEI-adc59df6-41,6,-78.4067
LON-WEI-adc59df6-41,7,-74.8697
LON-WEI-adc59df6-41,8,-73.3781
LON-WEI-adc59df6-41,9,-73.1314
LON-WEI-adc59df6-41,10,-71.7442
LON-WEI-b8d98729-14,1,-83.1369
LON-WEI-b8d98729-14,2,-75.9766
LON-WEI-b8d98729-14,3,-74.3826
LON-WEI-b8d98729-14,4,-70.7415
LON-WEI-b8d98729-14,5,-68.4675
LON-WEI-b8d98729-14,6,-66.7059
LON-WEI-b8d98729-14,7,-65.8476
LON-WEI-b8d98729-14,8,-65.5497
LON-WEI-b8d98729-14,9,-64.3367
LON-WEI-b8d98729-14,10,-64.1424
WIL-UNI-2e73223c-4,1,-82.9774
WIL-UNI-2e73223c-4,2,-80.1096
WIL-UNI-2e73223c-4,3,-75.9191
WIL-UNI-2e73223c-4,4,-75.2897
WIL-UNI-2e73223c-4,5,-74.3389
WIL-UNI-2e73223c-4,6,-73.2755
WIL-UNI-2e73223c-4,7,-73.2428
WIL-UNI-2e73223c-4,8,-72.3495
WIL-UNI-2e73223c-4,9,-71.6892
WIL-UNI-2e73223c-4,10,-71.5958
COM-UCB-8c7d23dc-16,1,-79.4558
COM-UCB-8c7d23dc-16,2,-77.2272
COM-UCB-8c7d23dc-16,3,-75.8617
COM-UCB-8c7d23dc-16,4,-73.2981
COM-UCB-8c7d23dc-16,5,-72.5555
COM-UCB-8c7d23dc-16,6,-72.4192
COM-UCB-8c7d23dc-16,7,-71.2561
COM-UCB-8c7d23dc-16,8,-71.1254
COM-UCB-8c7d23dc-16,9,-70.5064
COM-UCB-8c7d23dc-16,10,-68.3941
NAU-LAT-445f63e5-6,1,-75.631
NAU-LAT-445f63e5-6,2,-74.2437
NAU-LAT-445f63e5-6,3,-73.3603
NAU-LAT-445f63e5-6,4,-72.4281
NAU-LAT-445f63e5-6,5,-69.8279
NAU-LAT-445f63e5-6,6,-69.79
NAU-LAT-445f63e5-6,7,-69.393
NAU-LAT-445f63e5-6,8,-69.0096
NAU-LAT-445f63e5-6,9,-68.2211
NAU-LAT-445f63e5-6,10,-67.65899999999999
MAT-POS-590ac91e-56,1,-73.1393
MAT-POS-590ac91e-56,2,-72.8942
MAT-POS-590ac91e-56,3,-70.4289
MAT-POS-590ac91e-56,4,-67.8808
MAT-POS-590ac91e-56,5,-66.1129
MAT-POS-590ac91e-56,6,-65.7612
MAT-POS-590ac91e-56,7,-64.381
MAT-POS-590ac91e-56,8,-63.7889
MAT-POS-590ac91e-56,9,-63.5819
MAT-POS-590ac91e-56,10,-63.4381
LON-WEI-b8d98729-34,1,-75.6805
LON-WEI-b8d98729-34,2,-74.2955
LON-WEI-b8d98729-34,3,-72.9501
LON-WEI-b8d98729-34,4,-72.493
LON-WEI-b8d98729-34,5,-71.5707
LON-WEI-b8d98729-34,6,-70.5293
LON-WEI-b8d98729-34,7,-70.1431
LON-WEI-b8d98729-34,8,-69.6717
LON-WEI-b8d98729-34,9,-69.4933
LON-WEI-b8d98729-34,10,-68.9831
JAG-UCB-4709a583-1,1,-68.453
JAG-UCB-4709a583-1,2,-68.2201
JAG-UCB-4709a583-1,3,-67.8853
JAG-UCB-4709a583-1,4,-66.6113
JAG-UCB-4709a583-1,5,-66.2968
JAG-UCB-4709a583-1,6,-63.4908
JAG-UCB-4709a583-1,7,-63.0663
JAG-UCB-4709a583-1,8,-62.9375
JAG-UCB-4709a583-1,9,-62.03
JAG-UCB-4709a583-1,10,-61.9116
MAK-UNK-6435e6c2-2,1,-67.4999
MAK-UNK-6435e6c2-2,2,-66.7559
MAK-UNK-6435e6c2-2,3,-64.4019
MAK-UNK-6435e6c2-2,4,-62.846000000000004
MAK-UNK-6435e6c2-2,5,-62.1639
MAK-UNK-6435e6c2-2,6,-61.4454
MAK-UNK-6435e6c2-2,7,-61.1835
MAK-UNK-6435e6c2-2,8,-61.1058
MAK-UNK-6435e6c2-2,9,-60.5425
MAK-UNK-6435e6c2-2,10,-59.8657
LON-WEI-ff7b210a-5,1,-58.2721
LON-WEI-ff7b210a-5,2,-56.3935
LON-WEI-ff7b210a-5,3,-54.3697
LON-WEI-ff7b210a-5,4,-53.2155
LON-WEI-ff7b210a-5,5,-53.191
LON-WEI-ff7b210a-5,6,-52.8401
LON-WEI-ff7b210a-5,7,-52.5912
LON-WEI-ff7b210a-5,8,-52.3319
LON-WEI-ff7b210a-5,9,-51.8278
LON-WEI-ff7b210a-5,10,-51.0191
CHR-SOS-7098f804-11,1,-58.6352
CHR-SOS-7098f804-11,2,-58.3012
CHR-SOS-7098f804-11,3,-57.8585
CHR-SOS-7098f804-11,4,-56.6081
CHR-SOS-7098f804-11,5,-55.3385
CHR-SOS-7098f804-11,6,-54.9423
CHR-SOS-7098f804-11,7,-54.5294
CHR-SOS-7098f804-11,8,-54.0349
CHR-SOS-7098f804-11,9,-53.4947
CHR-SOS-7098f804-11,10,-53.3617
JOH-UNI-c7afdb96-10,1,-79.3249
JOH-UNI-c7afdb96-10,2,-77.35300000000001
JOH-UNI-c7afdb96-10,3,-75.581
JOH-UNI-c7afdb96-10,4,-71.2261
JOH-UNI-c7afdb96-10,5,-71.1438
JOH-UNI-c7afdb96-10,6,-70.1274
JOH-UNI-c7afdb96-10,7,-69.7551
JOH-UNI-c7afdb96-10,8,-69.3272
JOH-UNI-c7afdb96-10,9,-68.6676
JOH-UNI-c7afdb96-10,10,-67.6881
EDJ-MED-0e996074-1,1,-73.9793
EDJ-MED-0e996074-1,2,-73.4078
EDJ-MED-0e996074-1,3,-68.7532
EDJ-MED-0e996074-1,4,-68.7168
EDJ-MED-0e996074-1,5,-67.8548
EDJ-MED-0e996074-1,6,-64.2861
EDJ-MED-0e996074-1,7,-64.0405
EDJ-MED-0e996074-1,8,-63.1854
EDJ-MED-0e996074-1,9,-62.9234
EDJ-MED-0e996074-1,10,-62.6678
LON-WEI-adc59df6-101,1,-76.0458
LON-WEI-adc59df6-101,2,-73.1082
LON-WEI-adc59df6-101,3,-69.4699
LON-WEI-adc59df6-101,4,-68.8725
LON-WEI-adc59df6-101,5,-66.1757
LON-WEI-adc59df6-101,6,-64.7568
LON-WEI-adc59df6-101,7,-64.695
LON-WEI-adc59df6-101,8,-64.5542
LON-WEI-adc59df6-101,9,-63.4603
LON-WEI-adc59df6-101,10,-63.343999999999994
LON-WEI-0a73fcb8-6,1,-78.32300000000001
LON-WEI-0a73fcb8-6,2,-72.2798
LON-WEI-0a73fcb8-6,3,-69.8659
LON-WEI-0a73fcb8-6,4,-64.0616
LON-WEI-0a73fcb8-6,5,-63.8397
LON-WEI-0a73fcb8-6,6,-63.4252
LON-WEI-0a73fcb8-6,7,-63.2958
LON-WEI-0a73fcb8-6,8,-62.8945
LON-WEI-0a73fcb8-6,9,-62.5848
LON-WEI-0a73fcb8-6,10,-62.4686
BAR-COM-4e090d3a-5,1,-76.6022
BAR-COM-4e090d3a-5,2,-75.6357
BAR-COM-4e090d3a-5,3,-75.5319
BAR-COM-4e090d3a-5,4,-75.384
BAR-COM-4e090d3a-5,5,-73.4266
BAR-COM-4e090d3a-5,6,-73.1113
BAR-COM-4e090d3a-5,7,-71.642
BAR-COM-4e090d3a-5,8,-71.6154
BAR-COM-4e090d3a-5,9,-70.1172
BAR-COM-4e090d3a-5,10,-69.7567
LON-WEI-babf2c61-7,1,-91.8761
LON-WEI-babf2c61-7,2,-87.9888
LON-WEI-babf2c61-7,3,-87.9734
LON-WEI-babf2c61-7,4,-87.9285
LON-WEI-babf2c61-7,5,-85.8245
LON-WEI-babf2c61-7,6,-85.1008
LON-WEI-babf2c61-7,7,-84.8462
LON-WEI-babf2c61-7,8,-84.7035
LON-WEI-babf2c61-7,9,-84.4385
LON-WEI-babf2c61-7,10,-81.5746
BAR-COM-0f94fc3d-43,1,-83.6536
BAR-COM-0f94fc3d-43,2,-75.3607
BAR-COM-0f94fc3d-43,3,-74.9211
BAR-COM-0f94fc3d-43,4,-73.8569
BAR-COM-0f94fc3d-43,5,-73.5066
BAR-COM-0f94fc3d-43,6,-72.6181
BAR-COM-0f94fc3d-43,7,-70.8822
BAR-COM-0f94fc3d-43,8,-70.0576
BAR-COM-0f94fc3d-43,9,-69.7857
BAR-COM-0f94fc3d-43,10,-69.686
JAN-GHE-83b26c96-3,1,-78.5134
JAN-GHE-83b26c96-3,2,-77.2266
JAN-GHE-83b26c96-3,3,-75.0439
JAN-GHE-83b26c96-3,4,-73.2447
JAN-GHE-83b26c96-3,5,-73.11
JAN-GHE-83b26c96-3,6,-73.0611
JAN-GHE-83b26c96-3,7,-72.596
JAN-GHE-83b26c96-3,8,-72.2372
JAN-GHE-83b26c96-3,9,-71.6495
JAN-GHE-83b26c96-3,10,-71.04
ALP-POS-c59291d4-3,1,-90.1721
ALP-POS-c59291d4-3,2,-79.8671
ALP-POS-c59291d4-3,3,-79.1783
ALP-POS-c59291d4-3,4,-78.4878
ALP-POS-c59291d4-3,5,-77.7902
ALP-POS-c59291d4-3,6,-76.9815
ALP-POS-c59291d4-3,7,-75.5929
ALP-POS-c59291d4-3,8,-75.1325
ALP-POS-c59291d4-3,9,-73.8843
ALP-POS-c59291d4-3,10,-73.1118
BAR-COM-4e090d3a-7,1,-82.1967
BAR-COM-4e090d3a-7,2,-80.8963
BAR-COM-4e090d3a-7,3,-80.0656
BAR-COM-4e090d3a-7,4,-78.656
BAR-COM-4e090d3a-7,5,-76.5311
BAR-COM-4e090d3a-7,6,-75.6682
BAR-COM-4e090d3a-7,7,-75.1588
BAR-COM-4e090d3a-7,8,-75.126
BAR-COM-4e090d3a-7,9,-74.9039
BAR-COM-4e090d3a-7,10,-73.6347
ADA-UNI-f8e79267-5,1,-79.7366
ADA-UNI-f8e79267-5,2,-77.4624
ADA-UNI-f8e79267-5,3,-71.1767
ADA-UNI-f8e79267-5,4,-70.9539
ADA-UNI-f8e79267-5,5,-70.6175
ADA-UNI-f8e79267-5,6,-67.6173
ADA-UNI-f8e79267-5,7,-67.4242
ADA-UNI-f8e79267-5,8,-67.0629
ADA-UNI-f8e79267-5,9,-66.9084
ADA-UNI-f8e79267-5,10,-66.7949
MAT-POS-590ac91e-63,1,-79.0287
MAT-POS-590ac91e-63,2,-73.7585
MAT-POS-590ac91e-63,3,-72.5506
MAT-POS-590ac91e-63,4,-71.4365
MAT-POS-590ac91e-63,5,-69.4084
MAT-POS-590ac91e-63,6,-68.7064
MAT-POS-590ac91e-63,7,-68.3852
MAT-POS-590ac91e-63,8,-68.1075
MAT-POS-590ac91e-63,9,-67.0255
MAT-POS-590ac91e-63,10,-66.8786
LON-WEI-babf2c61-12,1,-98.1671
LON-WEI-babf2c61-12,2,-97.6431
LON-WEI-babf2c61-12,3,-96.2352
LON-WEI-babf2c61-12,4,-90.2348
LON-WEI-babf2c61-12,5,-89.1866
LON-WEI-babf2c61-12,6,-88.2328
LON-WEI-babf2c61-12,7,-87.7562
LON-WEI-babf2c61-12,8,-85.5707
LON-WEI-babf2c61-12,9,-84.4553
LON-WEI-babf2c61-12,10,-83.9925
EDJ-MED-49816e9b-2,1,-71.2747
EDJ-MED-49816e9b-2,2,-65.1662
EDJ-MED-49816e9b-2,3,-63.5571
EDJ-MED-49816e9b-2,4,-62.9119
EDJ-MED-49816e9b-2,5,-61.9776
EDJ-MED-49816e9b-2,6,-61.7092
EDJ-MED-49816e9b-2,7,-60.4309
EDJ-MED-49816e9b-2,8,-60.2392
EDJ-MED-49816e9b-2,9,-60.0795
EDJ-MED-49816e9b-2,10,-60.0279
AGN-NEW-891393a6-1,1,-73.1647
AGN-NEW-891393a6-1,2,-71.6934
AGN-NEW-891393a6-1,3,-69.3037
AGN-NEW-891393a6-1,4,-68.3337
AGN-NEW-891393a6-1,5,-68.0863
AGN-NEW-891393a6-1,6,-66.1815
AGN-NEW-891393a6-1,7,-65.4199
AGN-NEW-891393a6-1,8,-64.8932
AGN-NEW-891393a6-1,9,-64.48100000000001
AGN-NEW-891393a6-1,10,-63.3483
WAR-XCH-b6889685-29,1,-84.2665
WAR-XCH-b6889685-29,2,-75.4051
WAR-XCH-b6889685-29,3,-73.6523
WAR-XCH-b6889685-29,4,-68.5925
WAR-XCH-b6889685-29,5,-68.2424
WAR-XCH-b6889685-29,6,-65.2237
WAR-XCH-b6889685-29,7,-64.69
WAR-XCH-b6889685-29,8,-64.3577
WAR-XCH-b6889685-29,9,-64.1862
WAR-XCH-b6889685-29,10,-63.9865
JAG-UCB-a3ef7265-8,1,-63.9154
JAG-UCB-a3ef7265-8,2,-63.8915
JAG-UCB-a3ef7265-8,3,-62.6964
JAG-UCB-a3ef7265-8,4,-59.5522
JAG-UCB-a3ef7265-8,5,-59.0092
JAG-UCB-a3ef7265-8,6,-56.3368
JAG-UCB-a3ef7265-8,7,-55.6937
JAG-UCB-a3ef7265-8,8,-55.4833
JAG-UCB-a3ef7265-8,9,-55.2504
JAG-UCB-a3ef7265-8,10,-54.8301
ALV-UNI-7ff1a6f9-46,1,-88.1351
ALV-UNI-7ff1a6f9-46,2,-81.692
ALV-UNI-7ff1a6f9-46,3,-80.4323
ALV-UNI-7ff1a6f9-46,4,-79.3171
ALV-UNI-7ff1a6f9-46,5,-78.3641
ALV-UNI-7ff1a6f9-46,6,-76.9926
ALV-UNI-7ff1a6f9-46,7,-76.6984
ALV-UNI-7ff1a6f9-46,8,-76.5271
ALV-UNI-7ff1a6f9-46,9,-74.5031
ALV-UNI-7ff1a6f9-46,10,-73.8058
MAT-POS-4e253971-1,1,-83.4227
MAT-POS-4e253971-1,2,-82.6538
MAT-POS-4e253971-1,3,-79.4997
MAT-POS-4e253971-1,4,-77.1962
MAT-POS-4e253971-1,5,-76.8698
MAT-POS-4e253971-1,6,-76.2138
MAT-POS-4e253971-1,7,-74.6143
MAT-POS-4e253971-1,8,-74.4314
MAT-POS-4e253971-1,9,-73.8875
MAT-POS-4e253971-1,10,-73.4155
MAT-POS-590ac91e-28,1,-57.4807
MAT-POS-590ac91e-28,2,-57.233000000000004
MAT-POS-590ac91e-28,3,-55.1098
MAT-POS-590ac91e-28,4,-54.563
MAT-POS-590ac91e-28,5,-52.7038
MAT-POS-590ac91e-28,6,-52.5537
MAT-POS-590ac91e-28,7,-52.3329
MAT-POS-590ac91e-28,8,-52.0752
MAT-POS-590ac91e-28,9,-51.3598
MAT-POS-590ac91e-28,10,-50.7606
LOR-NOR-30067bb9-18,1,-69.0045
LOR-NOR-30067bb9-18,2,-67.8767
LOR-NOR-30067bb9-18,3,-65.9021
LOR-NOR-30067bb9-18,4,-65.6608
LOR-NOR-30067bb9-18,5,-64.9657
LOR-NOR-30067bb9-18,6,-63.738
LOR-NOR-30067bb9-18,7,-63.1329
LOR-NOR-30067bb9-18,8,-62.6444
LOR-NOR-30067bb9-18,9,-61.8525
LOR-NOR-30067bb9-18,10,-61.3113
BEN-DND-7e92b6ca-14,1,-72.6222
BEN-DND-7e92b6ca-14,2,-69.5702
BEN-DND-7e92b6ca-14,3,-68.7259
BEN-DND-7e92b6ca-14,4,-68.6066
BEN-DND-7e92b6ca-14,5,-67.4573
BEN-DND-7e92b6ca-14,6,-67.0219
BEN-DND-7e92b6ca-14,7,-66.2708
BEN-DND-7e92b6ca-14,8,-65.9111
BEN-DND-7e92b6ca-14,9,-65.7317
BEN-DND-7e92b6ca-14,10,-65.0253
DUN-NEW-f8ce3686-14,1,-70.7205
DUN-NEW-f8ce3686-14,2,-65.242
DUN-NEW-f8ce3686-14,3,-64.2898
DUN-NEW-f8ce3686-14,4,-64.0488
DUN-NEW-f8ce3686-14,5,-63.6597
DUN-NEW-f8ce3686-14,6,-62.4309
DUN-NEW-f8ce3686-14,7,-60.1923
DUN-NEW-f8ce3686-14,8,-60.1245
DUN-NEW-f8ce3686-14,9,-60.037
DUN-NEW-f8ce3686-14,10,-60.0326
MAT-POS-916a2c5a-4,1,-71.9004
MAT-POS-916a2c5a-4,2,-70.959
MAT-POS-916a2c5a-4,3,-69.6709
MAT-POS-916a2c5a-4,4,-68.7047
MAT-POS-916a2c5a-4,5,-66.7859
MAT-POS-916a2c5a-4,6,-66.2897
MAT-POS-916a2c5a-4,7,-66.1849
MAT-POS-916a2c5a-4,8,-66.0618
MAT-POS-916a2c5a-4,9,-65.2518
MAT-POS-916a2c5a-4,10,-64.5994
LON-WEI-adc59df6-72,1,-84.5762
LON-WEI-adc59df6-72,2,-79.6143
LON-WEI-adc59df6-72,3,-79.182
LON-WEI-adc59df6-72,4,-79.1341
LON-WEI-adc59df6-72,5,-77.4192
LON-WEI-adc59df6-72,6,-76.6525
LON-WEI-adc59df6-72,7,-75.3823
LON-WEI-adc59df6-72,8,-75.377
LON-WEI-adc59df6-72,9,-74.5811
LON-WEI-adc59df6-72,10,-73.4198
GAB-REV-70cc3ca5-3,1,-64.7558
GAB-REV-70cc3ca5-3,2,-64.4019
GAB-REV-70cc3ca5-3,3,-61.9925
GAB-REV-70cc3ca5-3,4,-61.2595
GAB-REV-70cc3ca5-3,5,-60.8306
GAB-REV-70cc3ca5-3,6,-60.4846
GAB-REV-70cc3ca5-3,7,-59.2109
GAB-REV-70cc3ca5-3,8,-59.063
